primary,oxydb_mac_2012,number,mds_ies_db_2015
Contig5659.0,Contig5659.0,5659.0,OXYTRI_MAC_5659
Contig2688.0,Contig2688.0,2688.0,OXYTRI_MAC_2688
Contig2689.0,Contig2689.0,2689.0,OXYTRI_MAC_2689
Contig3489.0,Contig3489.0,3489.0,OXYTRI_MAC_3489
Contig3483.0,Contig3483.0,3483.0,
Contig3482.0.0,Contig3482.0.0,3482.0.0,
Contig3481.0,Contig3481.0,3481.0,OXYTRI_MAC_3481
Contig3480.0,Contig3480.0,3480.0,OXYTRI_MAC_3480
Contig3485.0,Contig3485.0,3485.0,OXYTRI_MAC_3485
Contig3484.0,Contig3484.0,3484.0,
Contig8455.0,Contig8455.0,8455.0,OXYTRI_MAC_8455
Contig8454.0.0,Contig8454.0.0,8454.0.0,OXYTRI_MAC_8454
Contig8457.0,Contig8457.0,8457.0,OXYTRI_MAC_8457
Contig8456.0,Contig8456.0,8456.0,OXYTRI_MAC_8456
Contig8451.0,Contig8451.0,8451.0,OXYTRI_MAC_8451
Contig8453.0,Contig8453.0,8453.0,OXYTRI_MAC_8453
Contig8452.0,Contig8452.0,8452.0,OXYTRI_MAC_8452
Contig8459.0,Contig8459.0,8459.0,OXYTRI_MAC_8459
Contig8458.0,Contig8458.0,8458.0,OXYTRI_MAC_8458
Contig3710.0,Contig3710.0,3710.0,OXYTRI_MAC_3710
Contig2358.0,Contig2358.0,2358.0,OXYTRI_MAC_2358
Contig2359.0,Contig2359.0,2359.0,OXYTRI_MAC_2359
Contig2350.0,Contig2350.0,2350.0,OXYTRI_MAC_2350
Contig2351.0,Contig2351.0,2351.0,OXYTRI_MAC_2351
Contig2352.0,Contig2352.0,2352.0,
Contig2353.0,Contig2353.0,2353.0,OXYTRI_MAC_2353
Contig2355.0,Contig2355.0,2355.0,OXYTRI_MAC_26528
Contig2356.0,Contig2356.0,2356.0,OXYTRI_MAC_2356
Contig2357.0,Contig2357.0,2357.0,OXYTRI_MAC_2357
Contig4219.0,Contig4219.0,4219.0,OXYTRI_MAC_4219
Contig4218.0,Contig4218.0,4218.0,OXYTRI_MAC_4218
Contig4217.0,Contig4217.0,4217.0,OXYTRI_MAC_4217
Contig4216.0,Contig4216.0,4216.0,OXYTRI_MAC_4216
Contig4215.0,Contig4215.0,4215.0,OXYTRI_MAC_4215
Contig4213.0,Contig4213.0,4213.0,OXYTRI_MAC_4213
Contig4212.0,Contig4212.0,4212.0,OXYTRI_MAC_4212
Contig4211.0,Contig4211.0,4211.0,
Contig4210.0,Contig4210.0,4210.0,OXYTRI_MAC_4210
Contig3973.0,Contig3973.0,3973.0,OXYTRI_MAC_3973
Contig3972.0,Contig3972.0,3972.0,OXYTRI_MAC_3972
Contig3971.0,Contig3971.0,3971.0,OXYTRI_MAC_3971
Contig3970.0,Contig3970.0,3970.0,OXYTRI_MAC_3970
Contig3977.0,Contig3977.0,3977.0,OXYTRI_MAC_3977
Contig3976.0,Contig3976.0,3976.0,
Contig3975.0,Contig3975.0,3975.0,OXYTRI_MAC_3975
Contig3974.0,Contig3974.0,3974.0,OXYTRI_MAC_3974
Contig3979.0,Contig3979.0,3979.0,
Contig3978.0,Contig3978.0,3978.0,OXYTRI_MAC_3978
Contig11881.0,Contig11881.0,11881.0,OXYTRI_MAC_11881
Contig11880.0,Contig11880.0,11880.0,OXYTRI_MAC_11880
Contig11883.0.1,Contig11883.0.1,11883.0.1,OXYTRI_MAC_11883
Contig11882.0,Contig11882.0,11882.0,OXYTRI_MAC_11882
Contig11885.0,Contig11885.0,11885.0,OXYTRI_MAC_11885
Contig11884.0,Contig11884.0,11884.0,OXYTRI_MAC_11884
Contig11887.0,Contig11887.0,11887.0,OXYTRI_MAC_11887
Contig11886.0,Contig11886.0,11886.0,OXYTRI_MAC_11886
Contig11889.0,Contig11889.0,11889.0,OXYTRI_MAC_11889
Contig11888.0,Contig11888.0,11888.0,OXYTRI_MAC_11888
Contig6840.0,Contig6840.0,6840.0,OXYTRI_MAC_6840
Contig6841.0,Contig6841.0,6841.0,OXYTRI_MAC_6841
Contig6842.0,Contig6842.0,6842.0,OXYTRI_MAC_6842
Contig6843.0,Contig6843.0,6843.0,OXYTRI_MAC_6843
Contig6844.0,Contig6844.0,6844.0,OXYTRI_MAC_6844
Contig6845.0,Contig6845.0,6845.0,OXYTRI_MAC_6845
Contig6846.0.0,Contig6846.0.0,6846.0.0,OXYTRI_MAC_6846
Contig6847.0,Contig6847.0,6847.0,
Contig12286.0,Contig12286.0,12286.0,OXYTRI_MAC_12286
Contig6849.0,Contig6849.0,6849.0,OXYTRI_MAC_6849
Contig12284.0,Contig12284.0,12284.0,OXYTRI_MAC_12284
Contig12285.0,Contig12285.0,12285.0,OXYTRI_MAC_12285
Contig12282.0,Contig12282.0,12282.0,OXYTRI_MAC_12282
Contig12283.0,Contig12283.0,12283.0,OXYTRI_MAC_12283
Contig12280.0,Contig12280.0,12280.0,OXYTRI_MAC_12280
Contig12281.0,Contig12281.0,12281.0,OXYTRI_MAC_12281
Contig13627.0,Contig13627.0,13627.0,OXYTRI_MAC_13627
Contig13626.0,Contig13626.0,13626.0,OXYTRI_MAC_13626
Contig13625.0,Contig13625.0,13625.0,OXYTRI_MAC_13625
Contig13624.0,Contig13624.0,13624.0,OXYTRI_MAC_13624
Contig13623.0,Contig13623.0,13623.0,OXYTRI_MAC_13623
Contig13622.0,Contig13622.0,13622.0,OXYTRI_MAC_13622
Contig13621.0,Contig13621.0,13621.0,OXYTRI_MAC_13621
Contig13620.0,Contig13620.0,13620.0,OXYTRI_MAC_13620
Contig13629.0,Contig13629.0,13629.0,OXYTRI_MAC_13629
Contig13628.0,Contig13628.0,13628.0,OXYTRI_MAC_13628
Contig14938.0,Contig14938.0,14938.0,OXYTRI_MAC_14938
Contig14939.0,Contig14939.0,14939.0,OXYTRI_MAC_14939
Contig14932.0,Contig14932.0,14932.0,OXYTRI_MAC_14932
Contig14933.0.1,Contig14933.0.1,14933.0.1,OXYTRI_MAC_25222
Contig14930.0,Contig14930.0,14930.0,OXYTRI_MAC_14930
Contig14931.0,Contig14931.0,14931.0,OXYTRI_MAC_14931
Contig14936.0,Contig14936.0,14936.0,OXYTRI_MAC_14936
Contig14937.0,Contig14937.0,14937.0,OXYTRI_MAC_14937
Contig14934.0.0,Contig14934.0.0,14934.0.0,OXYTRI_MAC_14934
Contig14935.0,Contig14935.0,14935.0,OXYTRI_MAC_14935
Contig22371.0,Contig22371.0,22371.0,OXYTRI_MAC_22371
Contig22370.0,Contig22370.0,22370.0,OXYTRI_MAC_22370
Contig22373.0,Contig22373.0,22373.0,OXYTRI_MAC_22373
Contig22372.0,Contig22372.0,22372.0,OXYTRI_MAC_22372
Contig22375.0,Contig22375.0,22375.0,OXYTRI_MAC_22375
Contig22374.0,Contig22374.0,22374.0,OXYTRI_MAC_22374
Contig22377.0,Contig22377.0,22377.0,OXYTRI_MAC_22377
Contig22376.0,Contig22376.0,22376.0,OXYTRI_MAC_22376
Contig22379.0,Contig22379.0,22379.0,OXYTRI_MAC_22379
Contig22378.0,Contig22378.0,22378.0,OXYTRI_MAC_22378
Contig18136.0,Contig18136.0,18136.0,OXYTRI_MAC_18136
Contig18137.0,Contig18137.0,18137.0,OXYTRI_MAC_18137
Contig18134.0,Contig18134.0,18134.0,OXYTRI_MAC_18134
Contig18135.0,Contig18135.0,18135.0,OXYTRI_MAC_18135
Contig18132.0,Contig18132.0,18132.0,OXYTRI_MAC_18132
Contig18133.0,Contig18133.0,18133.0,OXYTRI_MAC_18133
Contig18130.0,Contig18130.0,18130.0,OXYTRI_MAC_18130
Contig18131.0,Contig18131.0,18131.0,OXYTRI_MAC_18131
Contig18138.0,Contig18138.0,18138.0,OXYTRI_MAC_18138
Contig18139.0,Contig18139.0,18139.0,OXYTRI_MAC_18139
Contig21110.0,Contig21110.0,21110.0,OXYTRI_MAC_21110
Contig21111.0,Contig21111.0,21111.0,OXYTRI_MAC_21111
Contig21112.0,Contig21112.0,21112.0,OXYTRI_MAC_21112
Contig21113.0,Contig21113.0,21113.0,OXYTRI_MAC_21113
Contig21114.0,Contig21114.0,21114.0,OXYTRI_MAC_21114
Contig21115.0,Contig21115.0,21115.0,OXYTRI_MAC_21115
Contig21116.0,Contig21116.0,21116.0,OXYTRI_MAC_21116
Contig21117.0,Contig21117.0,21117.0,OXYTRI_MAC_21117
Contig21118.0.1,Contig21118.0.1,21118.0.1,OXYTRI_MAC_21118
Contig21119.0,Contig21119.0,21119.0,OXYTRI_MAC_21119
Contig11704.0,Contig11704.0,11704.0,OXYTRI_MAC_11704
Contig11705.0,Contig11705.0,11705.0,OXYTRI_MAC_11705
Contig11702.0,Contig11702.0,11702.0,OXYTRI_MAC_11702
Contig11700.0,Contig11700.0,11700.0,OXYTRI_MAC_11700
Contig16573.0,Contig16573.0,16573.0,OXYTRI_MAC_16573
Contig15715.0,Contig15715.0,15715.0,OXYTRI_MAC_15715
Contig15714.0,Contig15714.0,15714.0,OXYTRI_MAC_15714
Contig15716.0,Contig15716.0,15716.0,OXYTRI_MAC_15716
Contig15711.0,Contig15711.0,15711.0,OXYTRI_MAC_15711
Contig15710.0,Contig15710.0,15710.0,OXYTRI_MAC_15710
Contig15712.0,Contig15712.0,15712.0,OXYTRI_MAC_15712
Contig15719.0.0,Contig15719.0.0,15719.0.0,OXYTRI_MAC_15719
Contig15718.0,Contig15718.0,15718.0,OXYTRI_MAC_15718
Contig19665.0,Contig19665.0,19665.0,OXYTRI_MAC_19665
Contig19667.0,Contig19667.0,19667.0,OXYTRI_MAC_19667
Contig11419.0,Contig11419.0,11419.0,OXYTRI_MAC_11419
Contig19661.0,Contig19661.0,19661.0,OXYTRI_MAC_19661
Contig19660.0,Contig19660.0,19660.0,OXYTRI_MAC_19660
Contig19663.0,Contig19663.0,19663.0,OXYTRI_MAC_19663
Contig19662.0,Contig19662.0,19662.0,OXYTRI_MAC_19662
Contig11412.0,Contig11412.0,11412.0,OXYTRI_MAC_11412
Contig11413.0,Contig11413.0,11413.0,OXYTRI_MAC_11413
Contig11410.0,Contig11410.0,11410.0,OXYTRI_MAC_11410
Contig11411.0,Contig11411.0,11411.0,OXYTRI_MAC_11411
Contig11416.0,Contig11416.0,11416.0,OXYTRI_MAC_11416
Contig11417.0,Contig11417.0,11417.0,OXYTRI_MAC_11417
Contig11414.0,Contig11414.0,11414.0,OXYTRI_MAC_11414
Contig11415.0,Contig11415.0,11415.0,OXYTRI_MAC_11415
Contig1188.0,Contig1188.0,1188.0,OXYTRI_MAC_1188
Contig1189.0,Contig1189.0,1189.0,OXYTRI_MAC_1189
Contig1184.0,Contig1184.0,1184.0,OXYTRI_MAC_1184
Contig1185.0,Contig1185.0,1185.0,OXYTRI_MAC_26529
Contig1186.0,Contig1186.0,1186.0,
Contig1187.0,Contig1187.0,1187.0,OXYTRI_MAC_1187
Contig1180.0,Contig1180.0,1180.0,OXYTRI_MAC_1180
Contig1181.0,Contig1181.0,1181.0,OXYTRI_MAC_1181
Contig1182.0,Contig1182.0,1182.0,OXYTRI_MAC_1182
Contig1183.0,Contig1183.0,1183.0,OXYTRI_MAC_1183
Contig1456.0,Contig1456.0,1456.0,OXYTRI_MAC_26530
Contig1457.0,Contig1457.0,1457.0,OXYTRI_MAC_1457
Contig1455.0,Contig1455.0,1455.0,OXYTRI_MAC_1455
Contig1452.0,Contig1452.0,1452.0,
Contig1453.0,Contig1453.0,1453.0,OXYTRI_MAC_1453
Contig1450.0,Contig1450.0,1450.0,OXYTRI_MAC_1450
Contig1451.0,Contig1451.0,1451.0,OXYTRI_MAC_1451
Contig1458.0,Contig1458.0,1458.0,OXYTRI_MAC_1458
Contig1459.0,Contig1459.0,1459.0,OXYTRI_MAC_1459
Contig15030.0,Contig15030.0,15030.0,OXYTRI_MAC_15030
Contig15031.0,Contig15031.0,15031.0,OXYTRI_MAC_15031
Contig15033.0,Contig15033.0,15033.0,OXYTRI_MAC_15033
Contig15034.0,Contig15034.0,15034.0,OXYTRI_MAC_15034
Contig15035.0,Contig15035.0,15035.0,OXYTRI_MAC_15035
Contig15036.0,Contig15036.0,15036.0,OXYTRI_MAC_15036
Contig15037.0,Contig15037.0,15037.0,OXYTRI_MAC_15037
Contig17719.0,Contig17719.0,17719.0,OXYTRI_MAC_17719
Contig17718.0.0,Contig17718.0.0,17718.0.0,OXYTRI_MAC_17718
Contig17718.0.2,Contig17718.0.2,17718.0.2,
Contig17717.0,Contig17717.0,17717.0,OXYTRI_MAC_17717
Contig17716.0,Contig17716.0,17716.0,OXYTRI_MAC_17716
Contig17715.0,Contig17715.0,17715.0,OXYTRI_MAC_17715
Contig17714.0,Contig17714.0,17714.0,OXYTRI_MAC_17714
Contig17713.0,Contig17713.0,17713.0,OXYTRI_MAC_17713
Contig17712.0,Contig17712.0,17712.0,OXYTRI_MAC_17712
Contig17711.0,Contig17711.0,17711.0,OXYTRI_MAC_17711
Contig17710.0,Contig17710.0,17710.0,OXYTRI_MAC_17710
Contig19281.0,Contig19281.0,19281.0,OXYTRI_MAC_19281
Contig19280.0,Contig19280.0,19280.0,OXYTRI_MAC_19280
Contig19289.0,Contig19289.0,19289.0,OXYTRI_MAC_19289
Contig19288.0.0,Contig19288.0.0,19288.0.0,OXYTRI_MAC_19288
Contig19288.0.1,Contig19288.0.1,19288.0.1,
Contig21947.0,Contig21947.0,21947.0,OXYTRI_MAC_21947
Contig21946.0,Contig21946.0,21946.0,OXYTRI_MAC_21946
Contig21945.0,Contig21945.0,21945.0,OXYTRI_MAC_21945
Contig21943.0,Contig21943.0,21943.0,OXYTRI_MAC_21943
Contig21942.0,Contig21942.0,21942.0,OXYTRI_MAC_21942
Contig21940.0,Contig21940.0,21940.0,OXYTRI_MAC_21940
Contig21949.0,Contig21949.0,21949.0,OXYTRI_MAC_21949
Contig21948.0,Contig21948.0,21948.0,OXYTRI_MAC_21948
Contig9184.0,Contig9184.0,9184.0,OXYTRI_MAC_9184
Contig9185.0,Contig9185.0,9185.0,OXYTRI_MAC_9185
Contig9186.0,Contig9186.0,9186.0,OXYTRI_MAC_9186
Contig9187.0,Contig9187.0,9187.0,OXYTRI_MAC_9187
Contig9180.0,Contig9180.0,9180.0,OXYTRI_MAC_9180
Contig9181.0,Contig9181.0,9181.0,OXYTRI_MAC_9181
Contig9182.0,Contig9182.0,9182.0,OXYTRI_MAC_9182
Contig9183.0,Contig9183.0,9183.0,OXYTRI_MAC_9183
Contig9188.0,Contig9188.0,9188.0,OXYTRI_MAC_9188
Contig9189.0,Contig9189.0,9189.0,OXYTRI_MAC_9189
Contig8275.0,Contig8275.0,8275.0,OXYTRI_MAC_8275
Contig8274.0,Contig8274.0,8274.0,OXYTRI_MAC_8274
Contig8277.0,Contig8277.0,8277.0,OXYTRI_MAC_8277
Contig8276.0,Contig8276.0,8276.0,OXYTRI_MAC_8276
Contig8271.0,Contig8271.0,8271.0,OXYTRI_MAC_8271
Contig8270.0,Contig8270.0,8270.0,OXYTRI_MAC_8270
Contig8273.0,Contig8273.0,8273.0,
Contig8272.0,Contig8272.0,8272.0,OXYTRI_MAC_8272
Contig8279.0,Contig8279.0,8279.0,OXYTRI_MAC_8279
Contig8278.0,Contig8278.0,8278.0,
Contig9603.0.0,Contig9603.0.0,9603.0.0,OXYTRI_MAC_9603
Contig9602.0,Contig9602.0,9602.0,OXYTRI_MAC_9602
Contig9601.0.0,Contig9601.0.0,9601.0.0,OXYTRI_MAC_9601
Contig9601.0.1,Contig9601.0.1,9601.0.1,OXYTRI_MAC_26404
Contig9600.0,Contig9600.0,9600.0,OXYTRI_MAC_9600
Contig9607.0,Contig9607.0,9607.0,OXYTRI_MAC_9607
Contig9605.0.0,Contig9605.0.0,9605.0.0,
Contig9605.0.1,Contig9605.0.1,9605.0.1,OXYTRI_MAC_9605
Contig9609.0,Contig9609.0,9609.0,OXYTRI_MAC_9609
Contig9608.0,Contig9608.0,9608.0,OXYTRI_MAC_9608
Contig6534.0,Contig6534.0,6534.0,OXYTRI_MAC_6534
Contig6535.0,Contig6535.0,6535.0,OXYTRI_MAC_6535
Contig6536.0,Contig6536.0,6536.0,OXYTRI_MAC_6536
Contig6537.0,Contig6537.0,6537.0,
Contig6530.0,Contig6530.0,6530.0,OXYTRI_MAC_6530
Contig6532.0,Contig6532.0,6532.0,OXYTRI_MAC_6532
Contig3721.0,Contig3721.0,3721.0,OXYTRI_MAC_25108
Contig6538.0,Contig6538.0,6538.0,OXYTRI_MAC_6538
Contig6539.0,Contig6539.0,6539.0,OXYTRI_MAC_6539
Contig3728.0,Contig3728.0,3728.0,OXYTRI_MAC_3728
Contig3729.0,Contig3729.0,3729.0,OXYTRI_MAC_3729
Contig88.0,Contig88.0,88.0,OXYTRI_MAC_88
Contig84.0,Contig84.0,84.0,OXYTRI_MAC_84
Contig85.0,Contig85.0,85.0,OXYTRI_MAC_85
Contig86.0,Contig86.0,86.0,OXYTRI_MAC_86
Contig87.0,Contig87.0,87.0,OXYTRI_MAC_87
Contig80.0.0,Contig80.0.0,80.0.0,
Contig80.0.1,Contig80.0.1,80.0.1,OXYTRI_MAC_80
Contig82.0,Contig82.0,82.0,OXYTRI_MAC_82
Contig83.0,Contig83.0,83.0,OXYTRI_MAC_83
Contig4978.0,Contig4978.0,4978.0,OXYTRI_MAC_4978
Contig4979.0,Contig4979.0,4979.0,OXYTRI_MAC_4979
Contig4976.0,Contig4976.0,4976.0,OXYTRI_MAC_4976
Contig4977.0,Contig4977.0,4977.0,OXYTRI_MAC_4977
Contig4974.0,Contig4974.0,4974.0,OXYTRI_MAC_4974
Contig4975.0.2,Contig4975.0.2,4975.0.2,
Contig4975.0.3,Contig4975.0.3,4975.0.3,OXYTRI_MAC_4975
Contig4972.0,Contig4972.0,4972.0,OXYTRI_MAC_4972
Contig4973.0.1,Contig4973.0.1,4973.0.1,OXYTRI_MAC_4973
Contig4970.0,Contig4970.0,4970.0,OXYTRI_MAC_4970
Contig5379.0.0,Contig5379.0.0,5379.0.0,OXYTRI_MAC_5379
Contig5378.0,Contig5378.0,5378.0,OXYTRI_MAC_5378
Contig5377.0,Contig5377.0,5377.0,
Contig5375.0,Contig5375.0,5375.0,OXYTRI_MAC_5375
Contig5374.0,Contig5374.0,5374.0,OXYTRI_MAC_5374
Contig5373.0,Contig5373.0,5373.0,OXYTRI_MAC_5373
Contig5372.0,Contig5372.0,5372.0,OXYTRI_MAC_5372
Contig5371.0,Contig5371.0,5371.0,OXYTRI_MAC_5371
Contig5370.0,Contig5370.0,5370.0,
Contig728.0,Contig728.0,728.0,OXYTRI_MAC_728
Contig729.0,Contig729.0,729.0,OXYTRI_MAC_729
Contig720.0,Contig720.0,720.0,
Contig721.0,Contig721.0,721.0,OXYTRI_MAC_721
Contig722.0,Contig722.0,722.0,OXYTRI_MAC_26531
Contig724.0.2,Contig724.0.2,724.0.2,OXYTRI_MAC_724
Contig725.0,Contig725.0,725.0,OXYTRI_MAC_725
Contig726.0,Contig726.0,726.0,OXYTRI_MAC_726
Contig727.0,Contig727.0,727.0,OXYTRI_MAC_727
Contig4398.0,Contig4398.0,4398.0,OXYTRI_MAC_4398
Contig4399.0,Contig4399.0,4399.0,OXYTRI_MAC_4399
Contig4392.0,Contig4392.0,4392.0,OXYTRI_MAC_4392
Contig4390.0,Contig4390.0,4390.0,OXYTRI_MAC_4390
Contig4391.0,Contig4391.0,4391.0,
Contig4396.0,Contig4396.0,4396.0,OXYTRI_MAC_4396
Contig4397.0.0,Contig4397.0.0,4397.0.0,
Contig4397.0.1,Contig4397.0.1,4397.0.1,OXYTRI_MAC_4397
Contig4395.0,Contig4395.0,4395.0,
Contig4029.0,Contig4029.0,4029.0,OXYTRI_MAC_4029
Contig4024.0,Contig4024.0,4024.0,OXYTRI_MAC_4024
Contig4025.0,Contig4025.0,4025.0,
Contig4026.0,Contig4026.0,4026.0,OXYTRI_MAC_4026
Contig4027.0.1,Contig4027.0.1,4027.0.1,OXYTRI_MAC_4027
Contig4020.0,Contig4020.0,4020.0,OXYTRI_MAC_4020
Contig4021.0,Contig4021.0,4021.0,OXYTRI_MAC_4021
Contig4022.0,Contig4022.0,4022.0,OXYTRI_MAC_4022
Contig4023.0,Contig4023.0,4023.0,OXYTRI_MAC_4023
Contig1614.0,Contig1614.0,1614.0,OXYTRI_MAC_1614
Contig1615.0,Contig1615.0,1615.0,OXYTRI_MAC_1615
Contig1616.0,Contig1616.0,1616.0,OXYTRI_MAC_1616
Contig1617.0.1,Contig1617.0.1,1617.0.1,OXYTRI_MAC_1617
Contig1610.0,Contig1610.0,1610.0,
Contig1611.0,Contig1611.0,1611.0,OXYTRI_MAC_1611
Contig1612.0,Contig1612.0,1612.0,OXYTRI_MAC_1612
Contig1613.0,Contig1613.0,1613.0,OXYTRI_MAC_1613
Contig1618.0.1,Contig1618.0.1,1618.0.1,
Contig1619.0,Contig1619.0,1619.0,OXYTRI_MAC_1619
Contig7619.0,Contig7619.0,7619.0,OXYTRI_MAC_7619
Contig7616.0,Contig7616.0,7616.0,OXYTRI_MAC_7616
Contig7617.0,Contig7617.0,7617.0,OXYTRI_MAC_7617
Contig7614.0,Contig7614.0,7614.0,
Contig7615.0,Contig7615.0,7615.0,
Contig7612.0,Contig7612.0,7612.0,OXYTRI_MAC_7612
Contig7613.0.0,Contig7613.0.0,7613.0.0,OXYTRI_MAC_7613
Contig7610.0.1,Contig7610.0.1,7610.0.1,OXYTRI_MAC_7610
Contig7611.0,Contig7611.0,7611.0,OXYTRI_MAC_7611
Contig22951.0,Contig22951.0,22951.0,OXYTRI_MAC_22951
Contig22950.0,Contig22950.0,22950.0,OXYTRI_MAC_22950
Contig22953.0,Contig22953.0,22953.0,OXYTRI_MAC_22953
Contig22952.0,Contig22952.0,22952.0,OXYTRI_MAC_22952
Contig22955.0,Contig22955.0,22955.0,OXYTRI_MAC_22955
Contig22956.0,Contig22956.0,22956.0,OXYTRI_MAC_22956
Contig22959.0,Contig22959.0,22959.0,OXYTRI_MAC_22959
Contig19845.0,Contig19845.0,19845.0,OXYTRI_MAC_19845
Contig19844.0,Contig19844.0,19844.0,OXYTRI_MAC_19844
Contig19847.0,Contig19847.0,19847.0,OXYTRI_MAC_19847
Contig19846.0,Contig19846.0,19846.0,OXYTRI_MAC_19846
Contig19841.0,Contig19841.0,19841.0,OXYTRI_MAC_19841
Contig19840.0.1,Contig19840.0.1,19840.0.1,OXYTRI_MAC_19840
Contig19843.0,Contig19843.0,19843.0,OXYTRI_MAC_19843
Contig19842.0,Contig19842.0,19842.0,OXYTRI_MAC_19842
Contig19849.0.0,Contig19849.0.0,19849.0.0,
Contig19848.0,Contig19848.0,19848.0,OXYTRI_MAC_19848
Contig12747.0,Contig12747.0,12747.0,OXYTRI_MAC_12747
Contig12746.0,Contig12746.0,12746.0,OXYTRI_MAC_12746
Contig12745.0,Contig12745.0,12745.0,OXYTRI_MAC_12745
Contig12744.0,Contig12744.0,12744.0,OXYTRI_MAC_12744
Contig12743.0.1,Contig12743.0.1,12743.0.1,
Contig12742.0,Contig12742.0,12742.0,OXYTRI_MAC_12742
Contig12741.0.0,Contig12741.0.0,12741.0.0,OXYTRI_MAC_12741
Contig12741.0.1,Contig12741.0.1,12741.0.1,OXYTRI_MAC_24459
Contig12740.0,Contig12740.0,12740.0,OXYTRI_MAC_12740
Contig12749.0,Contig12749.0,12749.0,OXYTRI_MAC_12749
Contig12748.0.0,Contig12748.0.0,12748.0.0,OXYTRI_MAC_12748
Contig13298.0,Contig13298.0,13298.0,OXYTRI_MAC_13298
Contig13299.0,Contig13299.0,13299.0,OXYTRI_MAC_13299
Contig13292.0,Contig13292.0,13292.0,OXYTRI_MAC_13292
Contig13293.0,Contig13293.0,13293.0,OXYTRI_MAC_13293
Contig13290.0,Contig13290.0,13290.0,OXYTRI_MAC_13290
Contig13291.0,Contig13291.0,13291.0,OXYTRI_MAC_13291
Contig13296.0,Contig13296.0,13296.0,OXYTRI_MAC_13296
Contig13294.0,Contig13294.0,13294.0,OXYTRI_MAC_13294
Contig13295.0,Contig13295.0,13295.0,OXYTRI_MAC_13295
Contig14749.0,Contig14749.0,14749.0,OXYTRI_MAC_14749
Contig14748.0,Contig14748.0,14748.0,OXYTRI_MAC_14748
Contig19599.0,Contig19599.0,19599.0,OXYTRI_MAC_19599
Contig19598.0.0,Contig19598.0.0,19598.0.0,OXYTRI_MAC_19598
Contig14740.0,Contig14740.0,14740.0,OXYTRI_MAC_14740
Contig19595.0,Contig19595.0,19595.0,OXYTRI_MAC_19595
Contig14742.0,Contig14742.0,14742.0,OXYTRI_MAC_14742
Contig19592.0,Contig19592.0,19592.0,OXYTRI_MAC_19592
Contig14746.0,Contig14746.0,14746.0,OXYTRI_MAC_14746
Contig21631.0,Contig21631.0,21631.0,OXYTRI_MAC_21631
Contig21630.0,Contig21630.0,21630.0,OXYTRI_MAC_21630
Contig21633.0,Contig21633.0,21633.0,OXYTRI_MAC_21633
Contig21632.0,Contig21632.0,21632.0,OXYTRI_MAC_21632
Contig21635.0,Contig21635.0,21635.0,OXYTRI_MAC_21635
Contig21634.0,Contig21634.0,21634.0,OXYTRI_MAC_21634
Contig21637.0,Contig21637.0,21637.0,OXYTRI_MAC_21637
Contig21636.0,Contig21636.0,21636.0,OXYTRI_MAC_21636
Contig21639.0,Contig21639.0,21639.0,OXYTRI_MAC_21639
Contig21638.0,Contig21638.0,21638.0,OXYTRI_MAC_21638
Contig20940.0.0,Contig20940.0.0,20940.0.0,OXYTRI_MAC_20940
Contig20941.0,Contig20941.0,20941.0,OXYTRI_MAC_20941
Contig20942.0,Contig20942.0,20942.0,OXYTRI_MAC_20942
Contig20943.0,Contig20943.0,20943.0,OXYTRI_MAC_20943
Contig20945.0,Contig20945.0,20945.0,OXYTRI_MAC_20945
Contig20947.0,Contig20947.0,20947.0,OXYTRI_MAC_20947
Contig20948.0,Contig20948.0,20948.0,OXYTRI_MAC_20948
Contig20949.0,Contig20949.0,20949.0,OXYTRI_MAC_20949
Contig18073.0,Contig18073.0,18073.0,OXYTRI_MAC_18073
Contig18072.0,Contig18072.0,18072.0,OXYTRI_MAC_18072
Contig18071.0,Contig18071.0,18071.0,OXYTRI_MAC_18071
Contig18070.0,Contig18070.0,18070.0,OXYTRI_MAC_18070
Contig18077.0,Contig18077.0,18077.0,OXYTRI_MAC_18077
Contig18076.0,Contig18076.0,18076.0,OXYTRI_MAC_18076
Contig18075.0,Contig18075.0,18075.0,OXYTRI_MAC_18075
Contig18074.0,Contig18074.0,18074.0,OXYTRI_MAC_18074
Contig18079.0,Contig18079.0,18079.0,OXYTRI_MAC_18079
Contig18078.0,Contig18078.0,18078.0,OXYTRI_MAC_18078
Contig10240.0,Contig10240.0,10240.0,OXYTRI_MAC_10240
Contig10241.0,Contig10241.0,10241.0,OXYTRI_MAC_10241
Contig10242.0,Contig10242.0,10242.0,OXYTRI_MAC_10242
Contig10243.0,Contig10243.0,10243.0,OXYTRI_MAC_10243
Contig10244.0,Contig10244.0,10244.0,OXYTRI_MAC_10244
Contig10245.0,Contig10245.0,10245.0,OXYTRI_MAC_10245
Contig10246.0,Contig10246.0,10246.0,OXYTRI_MAC_10246
Contig10247.0,Contig10247.0,10247.0,OXYTRI_MAC_10247
Contig10248.0,Contig10248.0,10248.0,OXYTRI_MAC_10248
Contig10249.0,Contig10249.0,10249.0,OXYTRI_MAC_10249
Contig11597.0,Contig11597.0,11597.0,OXYTRI_MAC_11597
Contig11595.0,Contig11595.0,11595.0,OXYTRI_MAC_11595
Contig11594.0,Contig11594.0,11594.0,OXYTRI_MAC_11594
Contig11593.0,Contig11593.0,11593.0,OXYTRI_MAC_11593
Contig11592.0,Contig11592.0,11592.0,OXYTRI_MAC_11592
