name,variant
Contig20701.0v3,"Contig20701.0,Contig20701.0v1,Contig20701.0v2,Contig20701.0v3,Contig20701.0v4,Contig20701.0v5,Contig20701.0v6,Contig20701.0v7"
Contig20701.0v4,"Contig20701.0,Contig20701.0v1,Contig20701.0v2,Contig20701.0v3,Contig20701.0v4,Contig20701.0v5,Contig20701.0v6,Contig20701.0v7"
Contig20701.0v5,"Contig20701.0,Contig20701.0v1,Contig20701.0v2,Contig20701.0v3,Contig20701.0v4,Contig20701.0v5,Contig20701.0v6,Contig20701.0v7"
Contig20701.0v6,"Contig20701.0,Contig20701.0v1,Contig20701.0v2,Contig20701.0v3,Contig20701.0v4,Contig20701.0v5,Contig20701.0v6,Contig20701.0v7"
Contig20701.0v7,"Contig20701.0,Contig20701.0v1,Contig20701.0v2,Contig20701.0v3,Contig20701.0v4,Contig20701.0v5,Contig20701.0v6,Contig20701.0v7"
Contig20702.0,"Contig20702.0,Contig20702.0v1"
Contig20702.0v1,"Contig20702.0,Contig20702.0v1"
Contig20703.0,Contig20703.0
Contig20705.0,Contig20705.0
Contig20706.0,"Contig20706.0,Contig20706.0i1"
Contig20706.0i1,"Contig20706.0,Contig20706.0i1"
Contig20707.0,"Contig20707.0,Contig20707.0v1,Contig20707.0v2"
Contig20707.0v1,"Contig20707.0,Contig20707.0v1,Contig20707.0v2"
Contig20707.0v2,"Contig20707.0,Contig20707.0v1,Contig20707.0v2"
Contig20708.0,"Contig20708.0,Contig20708.0i1,Contig20708.0i1v1,Contig20708.0i2,Contig20708.0i2v1,Contig20708.0i2v2"
Contig20708.0i1,"Contig20708.0,Contig20708.0i1,Contig20708.0i1v1,Contig20708.0i2,Contig20708.0i2v1,Contig20708.0i2v2"
Contig20708.0i1v1,"Contig20708.0,Contig20708.0i1,Contig20708.0i1v1,Contig20708.0i2,Contig20708.0i2v1,Contig20708.0i2v2"
Contig20708.0i2,"Contig20708.0,Contig20708.0i1,Contig20708.0i1v1,Contig20708.0i2,Contig20708.0i2v1,Contig20708.0i2v2"
Contig20708.0i2v1,"Contig20708.0,Contig20708.0i1,Contig20708.0i1v1,Contig20708.0i2,Contig20708.0i2v1,Contig20708.0i2v2"
Contig20708.0i2v2,"Contig20708.0,Contig20708.0i1,Contig20708.0i1v1,Contig20708.0i2,Contig20708.0i2v1,Contig20708.0i2v2"
Contig20709.0,"Contig20709.0,Contig20709.0i1"
Contig20709.0i1,"Contig20709.0,Contig20709.0i1"
Contig20710.0.1,"Contig20710.0.1,Contig20710.0.1v1,Contig20710.0.1v2,Contig20710.0.1v3,Contig20710.0.1v4,Contig20710.0.1v5"
Contig20710.0.1v1,"Contig20710.0.1,Contig20710.0.1v1,Contig20710.0.1v2,Contig20710.0.1v3,Contig20710.0.1v4,Contig20710.0.1v5"
Contig20710.0.1v2,"Contig20710.0.1,Contig20710.0.1v1,Contig20710.0.1v2,Contig20710.0.1v3,Contig20710.0.1v4,Contig20710.0.1v5"
Contig20710.0.1v3,"Contig20710.0.1,Contig20710.0.1v1,Contig20710.0.1v2,Contig20710.0.1v3,Contig20710.0.1v4,Contig20710.0.1v5"
Contig20710.0.1v4,"Contig20710.0.1,Contig20710.0.1v1,Contig20710.0.1v2,Contig20710.0.1v3,Contig20710.0.1v4,Contig20710.0.1v5"
Contig20710.0.1v5,"Contig20710.0.1,Contig20710.0.1v1,Contig20710.0.1v2,Contig20710.0.1v3,Contig20710.0.1v4,Contig20710.0.1v5"
Contig20711.0,"Contig20711.0,Contig20711.0v1"
Contig20711.0v1,"Contig20711.0,Contig20711.0v1"
Contig20712.0,"Contig20712.0,Contig20712.0i1"
Contig20712.0i1,"Contig20712.0,Contig20712.0i1"
Contig20713.0,"Contig20713.0,Contig20713.0i1,Contig20713.0i1v1"
Contig20713.0i1,"Contig20713.0,Contig20713.0i1,Contig20713.0i1v1"
Contig20713.0i1v1,"Contig20713.0,Contig20713.0i1,Contig20713.0i1v1"
Contig20714.0,"Contig20714.0,Contig20714.0v1"
Contig20714.0v1,"Contig20714.0,Contig20714.0v1"
Contig20715.0,"Contig20715.0,Contig20715.0i1"
Contig20715.0i1,"Contig20715.0,Contig20715.0i1"
Contig20716.0,"Contig20716.0,Contig20716.0v1"
Contig20716.0v1,"Contig20716.0,Contig20716.0v1"
Contig20717.0,"Contig20717.0,Contig20717.0i1,Contig20717.0i1v1"
Contig20717.0i1,"Contig20717.0,Contig20717.0i1,Contig20717.0i1v1"
Contig20717.0i1v1,"Contig20717.0,Contig20717.0i1,Contig20717.0i1v1"
Contig20718.0,"Contig20718.0,Contig20718.0i1,Contig20718.0i1v1"
Contig20718.0i1,"Contig20718.0,Contig20718.0i1,Contig20718.0i1v1"
Contig20718.0i1v1,"Contig20718.0,Contig20718.0i1,Contig20718.0i1v1"
Contig20719.0i1,"Contig20719.0i1,Contig20719.0"
Contig20720.0,"Contig20720.0,Contig20720.0v1"
Contig20720.0v1,"Contig20720.0,Contig20720.0v1"
Contig20723.0,"Contig20723.0,Contig20723.0i1"
Contig20723.0i1,"Contig20723.0,Contig20723.0i1"
Contig20724.0.1,"Contig20724.0.1,Contig20724.0.1v1"
Contig20724.0.1v1,"Contig20724.0.1,Contig20724.0.1v1"
Contig20725.0,"Contig20725.0,Contig20725.0v1,Contig20725.0i1"
Contig20725.0v1,"Contig20725.0,Contig20725.0v1,Contig20725.0i1"
Contig20725.0i1,"Contig20725.0,Contig20725.0v1,Contig20725.0i1"
Contig20726.0,"Contig20726.0,Contig20726.0i1,Contig20726.0i2,Contig20726.0i3,Contig20726.0i4"
Contig20726.0i1,"Contig20726.0,Contig20726.0i1,Contig20726.0i2,Contig20726.0i3,Contig20726.0i4"
Contig20726.0i2,"Contig20726.0,Contig20726.0i1,Contig20726.0i2,Contig20726.0i3,Contig20726.0i4"
Contig20726.0i3,"Contig20726.0,Contig20726.0i1,Contig20726.0i2,Contig20726.0i3,Contig20726.0i4"
Contig20726.0i4,"Contig20726.0,Contig20726.0i1,Contig20726.0i2,Contig20726.0i3,Contig20726.0i4"
Contig20727.0,"Contig20727.0,Contig20727.0i1,Contig20727.0i1v1"
Contig20727.0i1,"Contig20727.0,Contig20727.0i1,Contig20727.0i1v1"
Contig20727.0i1v1,"Contig20727.0,Contig20727.0i1,Contig20727.0i1v1"
Contig20729.0,Contig20729.0
Contig20730.0,Contig20730.0
Contig20732.0.1,"Contig20732.0.1,Contig20732.0.1i1,Contig20732.0.1i1v1"
Contig20732.0.1i1,"Contig20732.0.1,Contig20732.0.1i1,Contig20732.0.1i1v1"
Contig20732.0.1i1v1,"Contig20732.0.1,Contig20732.0.1i1,Contig20732.0.1i1v1"
Contig20733.0,"Contig20733.0,Contig20733.0i1,Contig20733.0i1v1"
Contig20733.0i1,"Contig20733.0,Contig20733.0i1,Contig20733.0i1v1"
Contig20733.0i1v1,"Contig20733.0,Contig20733.0i1,Contig20733.0i1v1"
Contig20734.0,"Contig20734.0,Contig20734.0i1"
Contig20734.0i1,"Contig20734.0,Contig20734.0i1"
Contig20735.0,"Contig20735.0,Contig20735.0v1,Contig20735.0v2"
Contig20735.0v1,"Contig20735.0,Contig20735.0v1,Contig20735.0v2"
Contig20735.0v2,"Contig20735.0,Contig20735.0v1,Contig20735.0v2"
Contig20737.0,"Contig20737.0,Contig20737.0v1,Contig20737.0v2,Contig20737.0v3,Contig20737.0v4"
Contig20737.0v1,"Contig20737.0,Contig20737.0v1,Contig20737.0v2,Contig20737.0v3,Contig20737.0v4"
Contig20737.0v2,"Contig20737.0,Contig20737.0v1,Contig20737.0v2,Contig20737.0v3,Contig20737.0v4"
Contig20737.0v3,"Contig20737.0,Contig20737.0v1,Contig20737.0v2,Contig20737.0v3,Contig20737.0v4"
Contig20737.0v4,"Contig20737.0,Contig20737.0v1,Contig20737.0v2,Contig20737.0v3,Contig20737.0v4"
Contig20739.0,Contig20739.0
Contig20740.0,"Contig20740.0,Contig20740.0v1"
Contig20740.0v1,"Contig20740.0,Contig20740.0v1"
Contig20742.0,Contig20742.0
Contig20743.0,"Contig20743.0,Contig20743.0v1"
Contig20743.0v1,"Contig20743.0,Contig20743.0v1"
Contig20744.0,"Contig20744.0,Contig20744.0i1"
Contig20744.0i1,"Contig20744.0,Contig20744.0i1"
Contig20745.0,"Contig20745.0,Contig20745.0i2,Contig20745.0i1"
Contig20745.0i2,"Contig20745.0,Contig20745.0i2,Contig20745.0i1"
Contig20745.0i1,"Contig20745.0,Contig20745.0i2,Contig20745.0i1"
Contig20746.0,"Contig20746.0,Contig20746.0i1"
Contig20746.0i1,"Contig20746.0,Contig20746.0i1"
Contig20747.0,"Contig20747.0,Contig20747.0v1"
Contig20747.0v1,"Contig20747.0,Contig20747.0v1"
Contig20748.0,"Contig20748.0,Contig20748.0v1,Contig20748.0v2"
Contig20748.0v1,"Contig20748.0,Contig20748.0v1,Contig20748.0v2"
Contig20748.0v2,"Contig20748.0,Contig20748.0v1,Contig20748.0v2"
Contig20750.0,Contig20750.0
Contig20752.0,"Contig20752.0,Contig20752.0v1"
Contig20752.0v1,"Contig20752.0,Contig20752.0v1"
Contig20753.0,Contig20753.0
Contig20755.0,"Contig20755.0,Contig20755.0v1,Contig20755.0v2"
Contig20755.0v1,"Contig20755.0,Contig20755.0v1,Contig20755.0v2"
Contig20755.0v2,"Contig20755.0,Contig20755.0v1,Contig20755.0v2"
Contig20756.0.2,Contig20756.0.2
Contig20757.0,"Contig20757.0,Contig20757.0v1"
Contig20757.0v1,"Contig20757.0,Contig20757.0v1"
Contig20758.0,"Contig20758.0,Contig20758.0v1,Contig20758.0v2,Contig20758.0v3"
Contig20758.0v1,"Contig20758.0,Contig20758.0v1,Contig20758.0v2,Contig20758.0v3"
Contig20758.0v2,"Contig20758.0,Contig20758.0v1,Contig20758.0v2,Contig20758.0v3"
Contig20758.0v3,"Contig20758.0,Contig20758.0v1,Contig20758.0v2,Contig20758.0v3"
Contig20759.0.1,"Contig20759.0.1,Contig20759.0.1v1"
Contig20759.0.1v1,"Contig20759.0.1,Contig20759.0.1v1"
Contig20760.0,"Contig20760.0,Contig20760.0i1"
Contig20760.0i1,"Contig20760.0,Contig20760.0i1"
Contig20761.0,Contig20761.0
Contig20762.0,"Contig20762.0,Contig20762.0i1,Contig20762.0i1v1"
Contig20762.0i1,"Contig20762.0,Contig20762.0i1,Contig20762.0i1v1"
Contig20762.0i1v1,"Contig20762.0,Contig20762.0i1,Contig20762.0i1v1"
Contig20763.0,"Contig20763.0,Contig20763.0v1,Contig20763.0v2,Contig20763.0v3"
Contig20763.0v1,"Contig20763.0,Contig20763.0v1,Contig20763.0v2,Contig20763.0v3"
Contig20763.0v2,"Contig20763.0,Contig20763.0v1,Contig20763.0v2,Contig20763.0v3"
Contig20763.0v3,"Contig20763.0,Contig20763.0v1,Contig20763.0v2,Contig20763.0v3"
Contig20764.0,"Contig20764.0,Contig20764.0i1"
Contig20764.0i1,"Contig20764.0,Contig20764.0i1"
Contig20765.0,Contig20765.0
Contig20766.0,"Contig20766.0,Contig20766.0i1,Contig20766.0i1v1"
Contig20766.0i1,"Contig20766.0,Contig20766.0i1,Contig20766.0i1v1"
Contig20766.0i1v1,"Contig20766.0,Contig20766.0i1,Contig20766.0i1v1"
Contig20767.0.1,"Contig20767.0.1,Contig20767.0.1v1"
Contig20767.0.1v1,"Contig20767.0.1,Contig20767.0.1v1"
Contig20768.0.1,"Contig20768.0.1,Contig20768.0.1v1"
Contig20768.0.1v1,"Contig20768.0.1,Contig20768.0.1v1"
Contig20769.0,"Contig20769.0,Contig20769.0i1"
Contig20769.0i1,"Contig20769.0,Contig20769.0i1"
Contig20770.0,Contig20770.0
Contig20771.0,"Contig20771.0,Contig20771.0i1"
Contig20771.0i1,"Contig20771.0,Contig20771.0i1"
Contig20772.0,"Contig20772.0,Contig20772.0v1"
Contig20772.0v1,"Contig20772.0,Contig20772.0v1"
Contig20773.0,Contig20773.0
Contig20774.0,"Contig20774.0,Contig20774.0v1,Contig20774.0v2"
Contig20774.0v1,"Contig20774.0,Contig20774.0v1,Contig20774.0v2"
Contig20774.0v2,"Contig20774.0,Contig20774.0v1,Contig20774.0v2"
Contig20775.0,"Contig20775.0,Contig20775.0i1"
Contig20775.0i1,"Contig20775.0,Contig20775.0i1"
Contig20776.0,"Contig20776.0,Contig20776.0v1,Contig20776.0v2,Contig20776.0i1,Contig20776.0i2"
Contig20776.0v1,"Contig20776.0,Contig20776.0v1,Contig20776.0v2,Contig20776.0i1,Contig20776.0i2"
Contig20776.0v2,"Contig20776.0,Contig20776.0v1,Contig20776.0v2,Contig20776.0i1,Contig20776.0i2"
Contig20776.0i1,"Contig20776.0,Contig20776.0v1,Contig20776.0v2,Contig20776.0i1,Contig20776.0i2"
Contig20776.0i2,"Contig20776.0,Contig20776.0v1,Contig20776.0v2,Contig20776.0i1,Contig20776.0i2"
Contig20778.0,Contig20778.0
Contig20779.0,"Contig20779.0,Contig20779.0i1"
Contig20779.0i1,"Contig20779.0,Contig20779.0i1"
Contig20780.0,"Contig20780.0,Contig20780.0v1"
Contig20780.0v1,"Contig20780.0,Contig20780.0v1"
Contig20781.0,"Contig20781.0,Contig20781.0v1,Contig20781.0i1,Contig20781.0i2"
Contig20781.0v1,"Contig20781.0,Contig20781.0v1,Contig20781.0i1,Contig20781.0i2"
Contig20781.0i1,"Contig20781.0,Contig20781.0v1,Contig20781.0i1,Contig20781.0i2"
Contig20781.0i2,"Contig20781.0,Contig20781.0v1,Contig20781.0i1,Contig20781.0i2"
Contig20782.0,"Contig20782.0,Contig20782.0v1,Contig20782.0v2,Contig20782.0i1"
Contig20782.0v1,"Contig20782.0,Contig20782.0v1,Contig20782.0v2,Contig20782.0i1"
Contig20782.0v2,"Contig20782.0,Contig20782.0v1,Contig20782.0v2,Contig20782.0i1"
Contig20782.0i1,"Contig20782.0,Contig20782.0v1,Contig20782.0v2,Contig20782.0i1"
Contig20783.0,Contig20783.0
Contig20784.0,"Contig20784.0,Contig20784.0i1"
Contig20784.0i1,"Contig20784.0,Contig20784.0i1"
Contig20785.0,"Contig20785.0,Contig20785.0i1"
Contig20785.0i1,"Contig20785.0,Contig20785.0i1"
Contig20786.0,"Contig20786.0,Contig20786.0v1"
Contig20786.0v1,"Contig20786.0,Contig20786.0v1"
Contig20787.0,"Contig20787.0,Contig20787.0i1,Contig20787.0i1v1"
Contig20787.0i1,"Contig20787.0,Contig20787.0i1,Contig20787.0i1v1"
Contig20787.0i1v1,"Contig20787.0,Contig20787.0i1,Contig20787.0i1v1"
Contig20788.0,"Contig20788.0,Contig20788.0v1"
Contig20788.0v1,"Contig20788.0,Contig20788.0v1"
Contig20789.0,"Contig20789.0,Contig20789.0v1,Contig20789.0v2,Contig20789.0i1"
Contig20789.0v1,"Contig20789.0,Contig20789.0v1,Contig20789.0v2,Contig20789.0i1"
Contig20789.0v2,"Contig20789.0,Contig20789.0v1,Contig20789.0v2,Contig20789.0i1"
Contig20789.0i1,"Contig20789.0,Contig20789.0v1,Contig20789.0v2,Contig20789.0i1"
Contig20790.0,"Contig20790.0,Contig20790.0i1,Contig20790.0i1v1"
Contig20790.0i1,"Contig20790.0,Contig20790.0i1,Contig20790.0i1v1"
Contig20790.0i1v1,"Contig20790.0,Contig20790.0i1,Contig20790.0i1v1"
Contig20791.0,"Contig20791.0,Contig20791.0i1,Contig20791.0i2"
Contig20791.0i1,"Contig20791.0,Contig20791.0i1,Contig20791.0i2"
Contig20791.0i2,"Contig20791.0,Contig20791.0i1,Contig20791.0i2"
Contig20792.0,"Contig20792.0,Contig20792.0v1,Contig20792.0i1"
Contig20792.0v1,"Contig20792.0,Contig20792.0v1,Contig20792.0i1"
Contig20792.0i1,"Contig20792.0,Contig20792.0v1,Contig20792.0i1"
Contig20793.0,"Contig20793.0,Contig20793.0i1,Contig20793.0i2"
Contig20793.0i1,"Contig20793.0,Contig20793.0i1,Contig20793.0i2"
Contig20793.0i2,"Contig20793.0,Contig20793.0i1,Contig20793.0i2"
Contig20795.0,Contig20795.0
Contig20796.0,"Contig20796.0,Contig20796.0v1"
Contig20796.0v1,"Contig20796.0,Contig20796.0v1"
Contig20797.0,Contig20797.0
Contig20798.0,"Contig20798.0,Contig20798.0i1"
Contig20798.0i1,"Contig20798.0,Contig20798.0i1"
Contig20799.0,Contig20799.0
Contig20800.0.0,"Contig20800.0.0,Contig20800.0.0v1"
Contig20800.0.0v1,"Contig20800.0.0,Contig20800.0.0v1"
Contig20801.0,Contig20801.0
Contig20802.0,"Contig20802.0,Contig20802.0v1,Contig20802.0v2"
Contig20802.0v1,"Contig20802.0,Contig20802.0v1,Contig20802.0v2"
Contig20802.0v2,"Contig20802.0,Contig20802.0v1,Contig20802.0v2"
Contig20804.0,"Contig20804.0,Contig20804.0i2,Contig20804.0i1"
Contig20804.0i2,"Contig20804.0,Contig20804.0i2,Contig20804.0i1"
Contig20804.0i1,"Contig20804.0,Contig20804.0i2,Contig20804.0i1"
Contig20805.0,"Contig20805.0,Contig20805.0v1"
Contig20805.0v1,"Contig20805.0,Contig20805.0v1"
Contig20807.0,Contig20807.0
Contig20808.0,Contig20808.0
Contig20809.0,"Contig20809.0,Contig20809.0i1,Contig20809.0i1v1"
Contig20809.0i1,"Contig20809.0,Contig20809.0i1,Contig20809.0i1v1"
Contig20809.0i1v1,"Contig20809.0,Contig20809.0i1,Contig20809.0i1v1"
Contig20811.0,"Contig20811.0,Contig20811.0i1"
Contig20811.0i1,"Contig20811.0,Contig20811.0i1"
Contig20812.0.0,"Contig20812.0.0,Contig20812.0.0i1,Contig20812.0.0i1v1"
Contig20812.0.0i1,"Contig20812.0.0,Contig20812.0.0i1,Contig20812.0.0i1v1"
Contig20812.0.0i1v1,"Contig20812.0.0,Contig20812.0.0i1,Contig20812.0.0i1v1"
Contig20813.0,"Contig20813.0,Contig20813.0v1,Contig20813.0v2"
Contig20813.0v1,"Contig20813.0,Contig20813.0v1,Contig20813.0v2"
Contig20813.0v2,"Contig20813.0,Contig20813.0v1,Contig20813.0v2"
Contig20814.0,Contig20814.0
Contig20815.0.0,"Contig20815.0.0,Contig20815.0.0v1"
Contig20815.0.0v1,"Contig20815.0.0,Contig20815.0.0v1"
Contig20816.0,Contig20816.0
Contig20817.0.0,"Contig20817.0.0,Contig20817.0.0v1"
Contig20817.0.0v1,"Contig20817.0.0,Contig20817.0.0v1"
Contig20817.0.1,Contig20817.0.1
Contig20820.0,"Contig20820.0,Contig20820.0v1"
Contig20820.0v1,"Contig20820.0,Contig20820.0v1"
Contig20822.0,"Contig20822.0,Contig20822.0v1,Contig20822.0i1"
Contig20822.0v1,"Contig20822.0,Contig20822.0v1,Contig20822.0i1"
Contig20822.0i1,"Contig20822.0,Contig20822.0v1,Contig20822.0i1"
Contig20823.0,"Contig20823.0,Contig20823.0i1"
Contig20823.0i1,"Contig20823.0,Contig20823.0i1"
Contig20826.0,"Contig20826.0,Contig20826.0v1"
Contig20826.0v1,"Contig20826.0,Contig20826.0v1"
Contig20828.0,"Contig20828.0,Contig20828.0v1,Contig20828.0v2"
Contig20828.0v1,"Contig20828.0,Contig20828.0v1,Contig20828.0v2"
Contig20828.0v2,"Contig20828.0,Contig20828.0v1,Contig20828.0v2"
Contig20829.0,"Contig20829.0,Contig20829.0v1"
Contig20829.0v1,"Contig20829.0,Contig20829.0v1"
Contig20830.0,"Contig20830.0,Contig20830.0i1,Contig20830.0i1v1"
Contig20830.0i1,"Contig20830.0,Contig20830.0i1,Contig20830.0i1v1"
Contig20830.0i1v1,"Contig20830.0,Contig20830.0i1,Contig20830.0i1v1"
Contig20831.0,"Contig20831.0,Contig20831.0i1"
Contig20831.0i1,"Contig20831.0,Contig20831.0i1"
Contig20833.0,"Contig20833.0,Contig20833.0v1"
Contig20833.0v1,"Contig20833.0,Contig20833.0v1"
Contig20834.0,Contig20834.0
Contig20835.0,Contig20835.0
Contig20836.0,"Contig20836.0,Contig20836.0i1,Contig20836.0i1v1"
Contig20836.0i1,"Contig20836.0,Contig20836.0i1,Contig20836.0i1v1"
Contig20836.0i1v1,"Contig20836.0,Contig20836.0i1,Contig20836.0i1v1"
Contig20837.0,"Contig20837.0,Contig20837.0i1"
Contig20837.0i1,"Contig20837.0,Contig20837.0i1"
Contig20838.0,Contig20838.0
Contig20839.0.2,Contig20839.0.2
Contig20840.0,"Contig20840.0,Contig20840.0i1,Contig20840.0i1v1"
Contig20840.0i1,"Contig20840.0,Contig20840.0i1,Contig20840.0i1v1"
Contig20840.0i1v1,"Contig20840.0,Contig20840.0i1,Contig20840.0i1v1"
Contig20841.0,"Contig20841.0,Contig20841.0i1,Contig20841.0i2"
Contig20841.0i1,"Contig20841.0,Contig20841.0i1,Contig20841.0i2"
Contig20841.0i2,"Contig20841.0,Contig20841.0i1,Contig20841.0i2"
Contig20842.0,"Contig20842.0,Contig20842.0i1,Contig20842.0i2"
Contig20842.0i1,"Contig20842.0,Contig20842.0i1,Contig20842.0i2"
Contig20842.0i2,"Contig20842.0,Contig20842.0i1,Contig20842.0i2"
Contig20843.0,"Contig20843.0,Contig20843.0i1,Contig20843.0i1v1"
Contig20843.0i1,"Contig20843.0,Contig20843.0i1,Contig20843.0i1v1"
Contig20843.0i1v1,"Contig20843.0,Contig20843.0i1,Contig20843.0i1v1"
Contig20845.0,"Contig20845.0,Contig20845.0i1,Contig20845.0i1v1"
Contig20845.0i1,"Contig20845.0,Contig20845.0i1,Contig20845.0i1v1"
Contig20845.0i1v1,"Contig20845.0,Contig20845.0i1,Contig20845.0i1v1"
Contig20847.0.1,"Contig20847.0.1,Contig20847.0.1v1"
Contig20847.0.1v1,"Contig20847.0.1,Contig20847.0.1v1"
Contig20848.0,"Contig20848.0,Contig20848.0v1,Contig20848.0v2,Contig20848.0v3"
Contig20848.0v1,"Contig20848.0,Contig20848.0v1,Contig20848.0v2,Contig20848.0v3"
Contig20848.0v2,"Contig20848.0,Contig20848.0v1,Contig20848.0v2,Contig20848.0v3"
Contig20848.0v3,"Contig20848.0,Contig20848.0v1,Contig20848.0v2,Contig20848.0v3"
Contig20849.0.0,"Contig20849.0.0,Contig20849.0.0v1"
Contig20849.0.0v1,"Contig20849.0.0,Contig20849.0.0v1"
Contig20850.0,Contig20850.0
Contig20852.0,"Contig20852.0,Contig20852.0i1,Contig20852.0i1v1,Contig20852.0v1"
Contig20852.0i1,"Contig20852.0,Contig20852.0i1,Contig20852.0i1v1,Contig20852.0v1"
Contig20852.0i1v1,"Contig20852.0,Contig20852.0i1,Contig20852.0i1v1,Contig20852.0v1"
Contig20852.0v1,"Contig20852.0,Contig20852.0i1,Contig20852.0i1v1,Contig20852.0v1"
Contig20853.0,"Contig20853.0,Contig20853.0i2,Contig20853.0i1"
Contig20853.0i2,"Contig20853.0,Contig20853.0i2,Contig20853.0i1"
Contig20853.0i1,"Contig20853.0,Contig20853.0i2,Contig20853.0i1"
Contig20855.0,Contig20855.0
Contig20857.0,Contig20857.0
Contig20858.0,"Contig20858.0,Contig20858.0i1,Contig20858.0i1v1,Contig20858.0i2,Contig20858.0i3"
Contig20858.0i1,"Contig20858.0,Contig20858.0i1,Contig20858.0i1v1,Contig20858.0i2,Contig20858.0i3"
Contig20858.0i1v1,"Contig20858.0,Contig20858.0i1,Contig20858.0i1v1,Contig20858.0i2,Contig20858.0i3"
Contig20858.0i2,"Contig20858.0,Contig20858.0i1,Contig20858.0i1v1,Contig20858.0i2,Contig20858.0i3"
Contig20858.0i3,"Contig20858.0,Contig20858.0i1,Contig20858.0i1v1,Contig20858.0i2,Contig20858.0i3"
Contig20859.0,"Contig20859.0,Contig20859.0i1"
Contig20859.0i1,"Contig20859.0,Contig20859.0i1"
Contig20860.0,Contig20860.0
Contig20861.0.1,"Contig20861.0.1,Contig20861.0.1v1"
Contig20861.0.1v1,"Contig20861.0.1,Contig20861.0.1v1"
Contig20862.0.0,"Contig20862.0.0,Contig20862.0.0v1"
Contig20862.0.0v1,"Contig20862.0.0,Contig20862.0.0v1"
Contig20863.0.1,Contig20863.0.1
Contig20865.0,"Contig20865.0,Contig20865.0i1,Contig20865.0i1v1"
Contig20865.0i1,"Contig20865.0,Contig20865.0i1,Contig20865.0i1v1"
Contig20865.0i1v1,"Contig20865.0,Contig20865.0i1,Contig20865.0i1v1"
Contig20867.0,"Contig20867.0,Contig20867.0i1,Contig20867.0i1v1"
Contig20867.0i1,"Contig20867.0,Contig20867.0i1,Contig20867.0i1v1"
Contig20867.0i1v1,"Contig20867.0,Contig20867.0i1,Contig20867.0i1v1"
Contig20868.0,"Contig20868.0,Contig20868.0v1"
Contig20868.0v1,"Contig20868.0,Contig20868.0v1"
Contig20870.0,Contig20870.0
Contig20871.0,"Contig20871.0,Contig20871.0i1"
Contig20871.0i1,"Contig20871.0,Contig20871.0i1"
Contig20873.0,"Contig20873.0,Contig20873.0v1"
Contig20873.0v1,"Contig20873.0,Contig20873.0v1"
Contig20874.0,"Contig20874.0,Contig20874.0v1"
Contig20874.0v1,"Contig20874.0,Contig20874.0v1"
Contig20875.0,"Contig20875.0,Contig20875.0v1"
Contig20875.0v1,"Contig20875.0,Contig20875.0v1"
Contig20876.0.0,"Contig20876.0.0,Contig20876.0.0v1,Contig20876.0.0v2"
Contig20876.0.0v1,"Contig20876.0.0,Contig20876.0.0v1,Contig20876.0.0v2"
Contig20876.0.0v2,"Contig20876.0.0,Contig20876.0.0v1,Contig20876.0.0v2"
Contig20877.0.0,"Contig20877.0.0,Contig20877.0.0i1"
Contig20877.0.0i1,"Contig20877.0.0,Contig20877.0.0i1"
Contig20878.0.0,"Contig20878.0.0,Contig20878.0.0i1"
Contig20878.0.0i1,"Contig20878.0.0,Contig20878.0.0i1"
Contig20879.0,"Contig20879.0,Contig20879.0v1,Contig20879.0i1"
Contig20879.0v1,"Contig20879.0,Contig20879.0v1,Contig20879.0i1"
Contig20879.0i1,"Contig20879.0,Contig20879.0v1,Contig20879.0i1"
Contig20880.0,"Contig20880.0,Contig20880.0v1,Contig20880.0v2"
Contig20880.0v1,"Contig20880.0,Contig20880.0v1,Contig20880.0v2"
Contig20880.0v2,"Contig20880.0,Contig20880.0v1,Contig20880.0v2"
Contig20881.0.1,Contig20881.0.1
Contig20882.0,Contig20882.0
Contig20883.0,"Contig20883.0,Contig20883.0i2,Contig20883.0i1"
Contig20883.0i2,"Contig20883.0,Contig20883.0i2,Contig20883.0i1"
Contig20883.0i1,"Contig20883.0,Contig20883.0i2,Contig20883.0i1"
Contig20884.0,"Contig20884.0,Contig20884.0i1,Contig20884.0i1v1"
Contig20884.0i1,"Contig20884.0,Contig20884.0i1,Contig20884.0i1v1"
Contig20884.0i1v1,"Contig20884.0,Contig20884.0i1,Contig20884.0i1v1"
Contig20885.0,"Contig20885.0,Contig20885.0i1"
Contig20885.0i1,"Contig20885.0,Contig20885.0i1"
Contig20886.0,"Contig20886.0,Contig20886.0v1,Contig20886.0v2"
Contig20886.0v1,"Contig20886.0,Contig20886.0v1,Contig20886.0v2"
Contig20886.0v2,"Contig20886.0,Contig20886.0v1,Contig20886.0v2"
Contig20887.0,"Contig20887.0,Contig20887.0i1,Contig20887.0i1v1"
Contig20887.0i1,"Contig20887.0,Contig20887.0i1,Contig20887.0i1v1"
Contig20887.0i1v1,"Contig20887.0,Contig20887.0i1,Contig20887.0i1v1"
Contig20888.0,"Contig20888.0,Contig20888.0i1,Contig20888.0i1v1,Contig20888.0i2,Contig20888.0i3"
Contig20888.0i1,"Contig20888.0,Contig20888.0i1,Contig20888.0i1v1,Contig20888.0i2,Contig20888.0i3"
Contig20888.0i1v1,"Contig20888.0,Contig20888.0i1,Contig20888.0i1v1,Contig20888.0i2,Contig20888.0i3"
