primary,oxydb_mac_gene_2012
Contig12355.0.g58,Contig12355.0.g58
Contig12356.0.0.g59,Contig12356.0.0.g59
Contig12358.0.g60,Contig12358.0.g60
Contig12359.0.g61,Contig12359.0.g61
Contig12359.0.g62,Contig12359.0.g62
Contig1236.1.g125,Contig1236.1.g125
Contig12360.0.g63,Contig12360.0.g63
Contig12361.0.g62,Contig12361.0.g62
Contig12362.0.g66,Contig12362.0.g66
Contig12363.0.g64,Contig12363.0.g64
Contig12363.0.g65,Contig12363.0.g65
Contig12364.0.g59,Contig12364.0.g59
Contig12365.0.g58,Contig12365.0.g58
Contig12366.0.g61,Contig12366.0.g61
Contig12367.0.g60,Contig12367.0.g60
Contig12368.0.g68,Contig12368.0.g68
Contig12369.0.g67,Contig12369.0.g67
Contig1237.0.g92,Contig1237.0.g92
Contig1237.0.g93,Contig1237.0.g93
Contig1237.0.g94,Contig1237.0.g94
Contig1237.1.g126,Contig1237.1.g126
Contig12370.0.g18,Contig12370.0.g18
Contig12370.0.g19,Contig12370.0.g19
Contig12371.0.g20,Contig12371.0.g20
Contig12372.0.g15,Contig12372.0.g15
Contig12373.0.g16,Contig12373.0.g16
Contig12373.0.g17,Contig12373.0.g17
Contig12374.0.g23,Contig12374.0.g23
Contig12376.0.g21,Contig12376.0.g21
Contig12377.0.g22,Contig12377.0.g22
Contig12378.0.g12,Contig12378.0.g12
Contig12379.0.g13,Contig12379.0.g13
Contig12379.0.g14,Contig12379.0.g14
Contig1238.1.g127,Contig1238.1.g127
Contig1238.1.g128,Contig1238.1.g128
Contig1238.1.g129,Contig1238.1.g129
Contig12380.0.g24,Contig12380.0.g24
Contig12382.0.g22,Contig12382.0.g22
Contig12382.0.g23,Contig12382.0.g23
Contig12383.0.g21,Contig12383.0.g21
Contig12387.0.g19,Contig12387.0.g19
Contig12387.0.g20,Contig12387.0.g20
Contig12388.0.g25,Contig12388.0.g25
Contig1239.1.g130,Contig1239.1.g130
Contig12391.0.g20,Contig12391.0.g20
Contig12392.0.g21,Contig12392.0.g21
Contig12392.0.g22,Contig12392.0.g22
Contig12393.0.g23,Contig12393.0.g23
Contig12394.0.g15,Contig12394.0.g15
Contig12395.0.0.g16,Contig12395.0.0.g16
Contig12395.0.2.g17,Contig12395.0.2.g17
Contig12396.0.g18,Contig12396.0.g18
Contig12397.0.g19,Contig12397.0.g19
Contig12398.0.g24,Contig12398.0.g24
Contig12398.0.g25,Contig12398.0.g25
Contig124.0.g34,Contig124.0.g34
Contig124.1.g117,Contig124.1.g117
Contig1240.0.2.g85,Contig1240.0.2.g85
Contig1240.1.g131,Contig1240.1.g131
Contig1240.1.g132,Contig1240.1.g132
Contig12400.0.g4,Contig12400.0.g4
Contig12400.0.g5,Contig12400.0.g5
Contig12401.0.g6,Contig12401.0.g6
Contig12402.0.g7,Contig12402.0.g7
Contig12403.0.g8,Contig12403.0.g8
Contig12404.0.1.g9,Contig12404.0.1.g9
Contig12405.0.g10,Contig12405.0.g10
Contig12406.0.g11,Contig12406.0.g11
Contig12407.0.g12,Contig12407.0.g12
Contig12408.0.g13,Contig12408.0.g13
Contig12409.0.0.g14,Contig12409.0.0.g14
Contig12409.0.0.g15,Contig12409.0.0.g15
Contig12409.0.0.g16,Contig12409.0.0.g16
Contig1241.1.g1,Contig1241.1.g1
Contig12410.0.g66,Contig12410.0.g66
Contig12411.0.g65,Contig12411.0.g65
Contig12414.0.g69,Contig12414.0.g69
Contig12416.0.g68,Contig12416.0.g68
Contig12417.0.g67,Contig12417.0.g67
Contig12418.0.g71,Contig12418.0.g71
Contig12419.0.g70,Contig12419.0.g70
Contig1242.0.g84,Contig1242.0.g84
Contig1242.1.g2,Contig1242.1.g2
Contig1242.1.g3,Contig1242.1.g3
Contig12420.0.g25,Contig12420.0.g25
Contig12421.0.g26,Contig12421.0.g26
Contig12422.0.g23,Contig12422.0.g23
Contig12423.0.g24,Contig12423.0.g24
Contig12424.0.g29,Contig12424.0.g29
Contig12424.0.g30,Contig12424.0.g30
Contig12426.0.g27,Contig12426.0.g27
Contig12427.0.g28,Contig12427.0.g28
Contig12428.0.g20,Contig12428.0.g20
Contig12429.0.0.g21,Contig12429.0.0.g21
Contig12429.0.1.g22,Contig12429.0.1.g22
Contig1243.0.g82,Contig1243.0.g82
Contig1243.0.g83,Contig1243.0.g83
Contig12430.0.g48,Contig12430.0.g48
Contig12430.0.g49,Contig12430.0.g49
Contig12431.0.g47,Contig12431.0.g47
Contig12432.0.0.g51,Contig12432.0.0.g51
Contig12432.0.0.g52,Contig12432.0.0.g52
Contig12432.0.0.g53,Contig12432.0.0.g53
Contig12433.0.g50,Contig12433.0.g50
Contig12435.0.g42,Contig12435.0.g42
Contig12435.0.g43,Contig12435.0.g43
Contig12436.0.g45,Contig12436.0.g45
Contig12436.0.g46,Contig12436.0.g46
Contig12437.0.g44,Contig12437.0.g44
Contig12438.0.g55,Contig12438.0.g55
Contig12439.0.g54,Contig12439.0.g54
Contig1244.0.g90,Contig1244.0.g90
Contig1244.1.g4,Contig1244.1.g4
Contig12440.0.g97,Contig12440.0.g97
Contig12441.0.g98,Contig12441.0.g98
Contig12442.0.g99,Contig12442.0.g99
Contig12443.0.g100,Contig12443.0.g100
Contig12443.0.g101,Contig12443.0.g101
Contig12444.0.g93,Contig12444.0.g93
Contig12444.0.g94,Contig12444.0.g94
Contig12445.0.g95,Contig12445.0.g95
Contig12447.0.g96,Contig12447.0.g96
Contig12448.0.g91,Contig12448.0.g91
Contig12449.0.0.g92,Contig12449.0.0.g92
Contig1245.0.g89,Contig1245.0.g89
Contig1245.1.g5,Contig1245.1.g5
Contig12450.0.g27,Contig12450.0.g27
Contig12451.0.g26,Contig12451.0.g26
Contig12452.0.g25,Contig12452.0.g25
Contig12453.0.g24,Contig12453.0.g24
Contig12454.0.g23,Contig12454.0.g23
Contig12455.0.g22,Contig12455.0.g22
Contig12456.0.g21,Contig12456.0.g21
Contig12457.0.0.g19,Contig12457.0.0.g19
Contig12457.0.0.g20,Contig12457.0.0.g20
Contig12458.0.g18,Contig12458.0.g18
Contig12459.0.g17,Contig12459.0.g17
Contig1246.0.g87,Contig1246.0.g87
Contig1246.0.g88,Contig1246.0.g88
Contig1246.1.g6,Contig1246.1.g6
Contig12460.0.g64,Contig12460.0.g64
Contig12461.0.1.g65,Contig12461.0.1.g65
Contig12463.0.g63,Contig12463.0.g63
Contig12464.0.g61,Contig12464.0.g61
Contig12465.0.g62,Contig12465.0.g62
Contig12466.0.g58,Contig12466.0.g58
Contig12466.0.g59,Contig12466.0.g59
Contig12467.0.g60,Contig12467.0.g60
Contig12468.0.g66,Contig12468.0.g66
Contig12469.0.g67,Contig12469.0.g67
Contig1247.0.g86,Contig1247.0.g86
Contig1247.1.g7,Contig1247.1.g7
Contig12470.0.g109,Contig12470.0.g109
Contig12471.0.0.g107,Contig12471.0.0.g107
Contig12471.0.1.g108,Contig12471.0.1.g108
Contig12472.0.g111,Contig12472.0.g111
Contig12472.0.g112,Contig12472.0.g112
Contig12473.0.g110,Contig12473.0.g110
Contig12475.0.g1,Contig12475.0.g1
Contig12476.0.g3,Contig12476.0.g3
Contig12477.0.g2,Contig12477.0.g2
Contig12478.0.g5,Contig12478.0.g5
Contig12479.0.g4,Contig12479.0.g4
Contig1248.0.g91,Contig1248.0.g91
Contig1248.1.g8,Contig1248.1.g8
Contig12480.0.g40,Contig12480.0.g40
Contig12481.0.g41,Contig12481.0.g41
Contig12481.0.g42,Contig12481.0.g42
Contig12483.0.g43,Contig12483.0.g43
Contig12484.0.g44,Contig12484.0.g44
Contig12484.0.g45,Contig12484.0.g45
Contig12485.0.g46,Contig12485.0.g46
Contig12486.0.g47,Contig12486.0.g47
Contig12487.0.g48,Contig12487.0.g48
Contig12488.0.g38,Contig12488.0.g38
Contig12489.0.g39,Contig12489.0.g39
Contig1249.1.g9,Contig1249.1.g9
Contig12493.0.1.g54,Contig12493.0.1.g54
Contig12494.0.g60,Contig12494.0.g60
Contig12494.0.g61,Contig12494.0.g61
Contig12495.0.g58,Contig12495.0.g58
Contig12495.0.g59,Contig12495.0.g59
Contig12496.0.g57,Contig12496.0.g57
Contig12497.0.g55,Contig12497.0.g55
Contig12497.0.g56,Contig12497.0.g56
Contig12498.0.g53,Contig12498.0.g53
Contig12499.0.g52,Contig12499.0.g52
Contig125.0.1.g35,Contig125.0.1.g35
Contig125.1.g118,Contig125.1.g118
Contig1250.0.g84,Contig1250.0.g84
Contig1250.1.g10,Contig1250.1.g10
Contig12500.0.g85,Contig12500.0.g85
Contig12501.0.g84,Contig12501.0.g84
Contig12502.0.g86,Contig12502.0.g86
Contig12504.0.g88,Contig12504.0.g88
Contig12504.0.g89,Contig12504.0.g89
Contig12505.0.g87,Contig12505.0.g87
Contig12507.0.g1,Contig12507.0.g1
Contig12507.0.g2,Contig12507.0.g2
Contig12508.0.g82,Contig12508.0.g82
Contig1251.1.g11,Contig1251.1.g11
Contig12511.0.g35,Contig12511.0.g35
Contig12512.0.g32,Contig12512.0.g32
Contig12512.0.g33,Contig12512.0.g33
Contig12513.0.g34,Contig12513.0.g34
Contig12514.0.g30,Contig12514.0.g30
Contig12515.0.g31,Contig12515.0.g31
Contig12516.0.g27,Contig12516.0.g27
Contig12517.0.g28,Contig12517.0.g28
Contig12517.0.g29,Contig12517.0.g29
Contig12518.0.g25,Contig12518.0.g25
Contig12519.0.g26,Contig12519.0.g26
Contig1252.0.g85,Contig1252.0.g85
Contig1252.1.g12,Contig1252.1.g12
Contig12520.0.1.g83,Contig12520.0.1.g83
Contig12521.0.g81,Contig12521.0.g81
Contig12521.0.g82,Contig12521.0.g82
Contig12522.0.g80,Contig12522.0.g80
Contig12523.0.g78,Contig12523.0.g78
Contig12523.0.g79,Contig12523.0.g79
Contig12524.0.g76,Contig12524.0.g76
Contig12524.0.g77,Contig12524.0.g77
Contig12525.0.1.g75,Contig12525.0.1.g75
Contig12526.0.g74,Contig12526.0.g74
Contig12527.0.g72,Contig12527.0.g72
Contig12527.0.g73,Contig12527.0.g73
Contig12528.0.g85,Contig12528.0.g85
Contig12528.0.g86,Contig12528.0.g86
Contig12528.0.g87,Contig12528.0.g87
Contig12529.0.g84,Contig12529.0.g84
Contig1253.1.g13,Contig1253.1.g13
Contig1253.1.g14,Contig1253.1.g14
Contig12530.0.g29,Contig12530.0.g29
Contig12530.0.g30,Contig12530.0.g30
Contig12531.0.g31,Contig12531.0.g31
Contig12532.0.g32,Contig12532.0.g32
Contig12533.0.g33,Contig12533.0.g33
Contig12534.0.3.g25,Contig12534.0.3.g25
Contig12535.0.g26,Contig12535.0.g26
Contig12536.0.g27,Contig12536.0.g27
Contig12536.0.g28,Contig12536.0.g28
Contig12538.0.g34,Contig12538.0.g34
Contig12539.0.g35,Contig12539.0.g35
Contig1254.0.g80,Contig1254.0.g80
Contig1254.1.g15,Contig1254.1.g15
Contig12540.0.g88,Contig12540.0.g88
Contig12541.0.0.g87,Contig12541.0.0.g87
Contig12542.0.g90,Contig12542.0.g90
Contig12543.0.g89,Contig12543.0.g89
Contig12544.0.g83,Contig12544.0.g83
Contig12545.0.g82,Contig12545.0.g82
Contig12546.0.g85,Contig12546.0.g85
Contig12546.0.g86,Contig12546.0.g86
Contig12547.0.g84,Contig12547.0.g84
Contig12548.0.0.g81,Contig12548.0.0.g81
Contig12549.0.g80,Contig12549.0.g80
Contig1255.0.g81,Contig1255.0.g81
Contig1255.1.g16,Contig1255.1.g16
Contig1255.1.g17,Contig1255.1.g17
Contig1255.1.g18,Contig1255.1.g18
Contig12550.0.g73,Contig12550.0.g73
Contig12551.0.g74,Contig12551.0.g74
Contig12552.0.g71,Contig12552.0.g71
Contig12553.0.g72,Contig12553.0.g72
Contig12554.0.g77,Contig12554.0.g77
Contig12556.0.g75,Contig12556.0.g75
Contig12557.0.g76,Contig12557.0.g76
Contig12558.0.0.g78,Contig12558.0.0.g78
Contig12559.0.g79,Contig12559.0.g79
Contig1256.0.g82,Contig1256.0.g82
Contig1256.1.g19,Contig1256.1.g19
Contig1256.1.g20,Contig1256.1.g20
Contig12560.0.g82,Contig12560.0.g82
Contig12561.0.g81,Contig12561.0.g81
Contig12562.0.g80,Contig12562.0.g80
Contig12563.0.g79,Contig12563.0.g79
Contig12565.0.g85,Contig12565.0.g85
Contig12565.0.g86,Contig12565.0.g86
Contig12566.0.g84,Contig12566.0.g84
Contig12567.0.0.g83,Contig12567.0.0.g83
Contig12568.0.g78,Contig12568.0.g78
Contig12569.0.g77,Contig12569.0.g77
Contig1257.0.g83,Contig1257.0.g83
Contig1257.1.g21,Contig1257.1.g21
Contig12570.0.g36,Contig12570.0.g36
Contig12571.0.g37,Contig12571.0.g37
Contig12572.0.1.g38,Contig12572.0.1.g38
Contig12572.0.2.g39,Contig12572.0.2.g39
Contig12572.0.2.g40,Contig12572.0.2.g40
Contig12573.0.g41,Contig12573.0.g41
Contig12574.0.g42,Contig12574.0.g42
Contig12575.0.0.g43,Contig12575.0.0.g43
Contig12575.0.1.g44,Contig12575.0.1.g44
Contig12576.0.g45,Contig12576.0.g45
Contig12577.0.g46,Contig12577.0.g46
Contig12579.0.g34,Contig12579.0.g34
Contig12579.0.g35,Contig12579.0.g35
Contig1258.0.g79,Contig1258.0.g79
Contig1258.1.g22,Contig1258.1.g22
Contig12580.0.1.g85,Contig12580.0.1.g85
Contig12581.0.g83,Contig12581.0.g83
Contig12581.0.g84,Contig12581.0.g84
Contig12582.0.g87,Contig12582.0.g87
Contig12583.0.g86,Contig12583.0.g86
Contig12584.0.g89,Contig12584.0.g89
Contig12585.0.g88,Contig12585.0.g88
Contig12586.0.1.g91,Contig12586.0.1.g91
Contig12587.0.g90,Contig12587.0.g90
Contig12589.0.g92,Contig12589.0.g92
Contig1259.1.g23,Contig1259.1.g23
Contig1259.1.g24,Contig1259.1.g24
Contig12590.0.g17,Contig12590.0.g17
Contig12590.0.g18,Contig12590.0.g18
Contig12591.0.g19,Contig12591.0.g19
Contig12592.0.1.g16,Contig12592.0.1.g16
Contig12594.0.g14,Contig12594.0.g14
Contig12595.0.g15,Contig12595.0.g15
Contig12596.0.g13,Contig12596.0.g13
Contig12598.0.0.g20,Contig12598.0.0.g20
Contig126.0.g33,Contig126.0.g33
Contig126.1.g119,Contig126.1.g119
Contig1260.0.g62,Contig1260.0.g62
Contig1260.0.g63,Contig1260.0.g63
Contig1260.1.g25,Contig1260.1.g25
Contig1260.1.g26,Contig1260.1.g26
Contig12600.0.g85,Contig12600.0.g85
Contig12601.0.g86,Contig12601.0.g86
Contig12602.0.g83,Contig12602.0.g83
Contig12603.0.g84,Contig12603.0.g84
Contig12604.0.g88,Contig12604.0.g88
Contig12605.0.g89,Contig12605.0.g89
Contig12607.0.g87,Contig12607.0.g87
Contig12608.0.g90,Contig12608.0.g90
Contig12609.0.g91,Contig12609.0.g91
Contig12609.0.g92,Contig12609.0.g92
Contig1261.0.g61,Contig1261.0.g61
Contig12610.0.g73,Contig12610.0.g73
Contig12610.0.g74,Contig12610.0.g74
Contig12611.0.g72,Contig12611.0.g72
Contig12612.0.g76,Contig12612.0.g76
Contig12612.0.g77,Contig12612.0.g77
Contig12613.0.g75,Contig12613.0.g75
Contig12614.0.g70,Contig12614.0.g70
Contig12617.0.g71,Contig12617.0.g71
Contig12618.0.g68,Contig12618.0.g68
Contig12619.0.g67,Contig12619.0.g67
Contig1262.0.g64,Contig1262.0.g64
Contig1262.0.g65,Contig1262.0.g65
Contig1262.1.g27,Contig1262.1.g27
Contig1262.1.g28,Contig1262.1.g28
Contig1262.1.g29,Contig1262.1.g29
Contig12620.0.1.g44,Contig12620.0.1.g44
Contig12621.0.g45,Contig12621.0.g45
Contig12622.0.g46,Contig12622.0.g46
Contig12623.0.g47,Contig12623.0.g47
Contig12624.0.g48,Contig12624.0.g48
Contig12625.0.g49,Contig12625.0.g49
Contig12626.0.g50,Contig12626.0.g50
Contig12627.0.g51,Contig12627.0.g51
Contig12628.0.g41,Contig12628.0.g41
Contig12629.0.g42,Contig12629.0.g42
Contig12629.0.g43,Contig12629.0.g43
Contig1263.1.g30,Contig1263.1.g30
Contig12630.0.g32,Contig12630.0.g32
Contig12631.0.g31,Contig12631.0.g31
Contig12632.0.g30,Contig12632.0.g30
Contig12633.0.g29,Contig12633.0.g29
Contig12634.0.g36,Contig12634.0.g36
Contig12635.0.g35,Contig12635.0.g35
Contig12636.0.g34,Contig12636.0.g34
Contig12637.0.g33,Contig12637.0.g33
Contig12638.0.g28,Contig12638.0.g28
Contig12639.0.0.g26,Contig12639.0.0.g26
Contig12639.0.0.g27,Contig12639.0.0.g27
Contig1264.0.g67,Contig1264.0.g67
Contig1264.1.g31,Contig1264.1.g31
Contig12640.0.g34,Contig12640.0.g34
Contig12642.0.g32,Contig12642.0.g32
Contig12643.0.g33,Contig12643.0.g33
Contig12644.0.g30,Contig12644.0.g30
Contig12645.0.g31,Contig12645.0.g31
Contig12646.0.g28,Contig12646.0.g28
Contig12647.0.0.g29,Contig12647.0.0.g29
Contig12648.0.g26,Contig12648.0.g26
Contig12649.0.g27,Contig12649.0.g27
Contig1265.0.g66,Contig1265.0.g66
Contig1265.1.g32,Contig1265.1.g32
Contig1265.1.g33,Contig1265.1.g33
Contig12650.0.0.g32,Contig12650.0.0.g32
Contig12651.0.g31,Contig12651.0.g31
Contig12652.0.g34,Contig12652.0.g34
Contig12653.0.g33,Contig12653.0.g33
Contig12655.0.g35,Contig12655.0.g35
Contig12656.0.1.g37,Contig12656.0.1.g37
Contig12656.0.1.g38,Contig12656.0.1.g38
Contig12657.0.g36,Contig12657.0.g36
Contig12658.0.1.g29,Contig12658.0.1.g29
Contig12658.0.1.g30,Contig12658.0.1.g30
Contig12659.0.g27,Contig12659.0.g27
Contig12659.0.g28,Contig12659.0.g28
Contig1266.0.g68,Contig1266.0.g68
Contig1266.1.g34,Contig1266.1.g34
Contig1266.1.g35,Contig1266.1.g35
Contig12660.0.g31,Contig12660.0.g31
Contig12661.0.g32,Contig12661.0.g32
Contig12663.0.g33,Contig12663.0.g33
Contig12664.0.g26,Contig12664.0.g26
Contig12665.0.g27,Contig12665.0.g27
Contig12666.0.0.g28,Contig12666.0.0.g28
Contig12666.0.1.g29,Contig12666.0.1.g29
Contig12667.0.g30,Contig12667.0.g30
Contig12668.0.0.g34,Contig12668.0.0.g34
Contig12668.0.0.g35,Contig12668.0.0.g35
Contig12669.0.g36,Contig12669.0.g36
Contig1267.1.g36,Contig1267.1.g36
Contig12670.0.g78,Contig12670.0.g78
Contig12671.0.g77,Contig12671.0.g77
Contig12672.0.g76,Contig12672.0.g76
Contig12673.0.g75,Contig12673.0.g75
Contig12674.0.g74,Contig12674.0.g74
Contig12675.0.g73,Contig12675.0.g73
Contig12676.0.g71,Contig12676.0.g71
Contig12676.0.g72,Contig12676.0.g72
Contig12677.0.g69,Contig12677.0.g69
Contig12677.0.g70,Contig12677.0.g70
Contig12678.0.g80,Contig12678.0.g80
Contig12679.0.g79,Contig12679.0.g79
Contig1268.0.g60,Contig1268.0.g60
Contig1268.1.g37,Contig1268.1.g37
Contig1268.1.g38,Contig1268.1.g38
Contig12680.0.g79,Contig12680.0.g79
Contig12681.0.g80,Contig12681.0.g80
Contig12681.0.g81,Contig12681.0.g81
Contig12682.0.g78,Contig12682.0.g78
Contig12684.0.g84,Contig12684.0.g84
Contig12686.0.g82,Contig12686.0.g82
Contig12687.0.g83,Contig12687.0.g83
Contig12688.0.g75,Contig12688.0.g75
Contig12688.0.g76,Contig12688.0.g76
Contig12689.0.g77,Contig12689.0.g77
Contig1269.0.g59,Contig1269.0.g59
Contig1269.1.g39,Contig1269.1.g39
Contig1269.1.g40,Contig1269.1.g40
Contig12690.0.g66,Contig12690.0.g66
Contig12690.0.g67,Contig12690.0.g67
Contig12690.0.g68,Contig12690.0.g68
Contig12691.0.g65,Contig12691.0.g65
Contig12692.0.g70,Contig12692.0.g70
Contig12693.0.g69,Contig12693.0.g69
Contig12694.0.g62,Contig12694.0.g62
Contig12695.0.g61,Contig12695.0.g61
Contig12696.0.g64,Contig12696.0.g64
Contig12697.0.g63,Contig12697.0.g63
Contig12698.0.g72,Contig12698.0.g72
Contig12699.0.1.g71,Contig12699.0.1.g71
Contig127.1.g120,Contig127.1.g120
Contig127.1.g121,Contig127.1.g121
Contig127.1.g122,Contig127.1.g122
Contig1270.0.g14,Contig1270.0.g14
Contig1270.1.g41,Contig1270.1.g41
Contig1270.1.g42,Contig1270.1.g42
Contig1270.1.g43,Contig1270.1.g43
Contig1270.1.g44,Contig1270.1.g44
Contig12701.0.0.g15,Contig12701.0.0.g15
Contig12701.0.0.g16,Contig12701.0.0.g16
Contig12702.0.g13,Contig12702.0.g13
Contig12702.0.g14,Contig12702.0.g14
Contig12703.0.g12,Contig12703.0.g12
Contig12704.0.g19,Contig12704.0.g19
Contig12705.0.g18,Contig12705.0.g18
Contig12706.0.g17,Contig12706.0.g17
Contig12708.0.g11,Contig12708.0.g11
Contig12709.0.0.g10,Contig12709.0.0.g10
Contig1271.0.g15,Contig1271.0.g15
Contig1271.1.g45,Contig1271.1.g45
Contig12711.0.g69,Contig12711.0.g69
Contig12712.0.g70,Contig12712.0.g70
Contig12713.0.g71,Contig12713.0.g71
Contig12714.0.g72,Contig12714.0.g72
Contig12715.0.g73,Contig12715.0.g73
Contig12716.0.g74,Contig12716.0.g74
Contig12717.0.g75,Contig12717.0.g75
Contig12718.0.g67,Contig12718.0.g67
Contig12719.0.g68,Contig12719.0.g68
Contig1272.0.g12,Contig1272.0.g12
Contig1272.1.g46,Contig1272.1.g46
Contig12720.0.g85,Contig12720.0.g85
Contig12721.0.g84,Contig12721.0.g84
Contig12722.0.g87,Contig12722.0.g87
Contig12723.0.g86,Contig12723.0.g86
Contig12724.0.g80,Contig12724.0.g80
Contig12725.0.g78,Contig12725.0.g78
Contig12725.0.g79,Contig12725.0.g79
Contig12726.0.g83,Contig12726.0.g83
Contig12727.0.g81,Contig12727.0.g81
Contig12727.0.g82,Contig12727.0.g82
Contig12728.0.g77,Contig12728.0.g77
Contig12729.0.g75,Contig12729.0.g75
Contig12729.0.g76,Contig12729.0.g76
Contig1273.0.g13,Contig1273.0.g13
Contig1273.1.g47,Contig1273.1.g47
Contig12730.0.g65,Contig12730.0.g65
Contig12731.0.g66,Contig12731.0.g66
Contig12732.0.g62,Contig12732.0.g62
Contig12733.0.g63,Contig12733.0.g63
Contig12733.0.g64,Contig12733.0.g64
Contig12734.0.g69,Contig12734.0.g69
Contig12736.0.g67,Contig12736.0.g67
Contig12737.0.g68,Contig12737.0.g68
Contig12738.0.1.g70,Contig12738.0.1.g70
Contig12738.0.1.g71,Contig12738.0.1.g71
Contig12739.0.g72,Contig12739.0.g72
Contig1274.0.g109,Contig1274.0.g109
Contig1274.1.g48,Contig1274.1.g48
Contig1274.1.g49,Contig1274.1.g49
Contig12740.0.g94,Contig12740.0.g94
Contig12741.0.1.g93,Contig12741.0.1.g93
Contig12742.0.g92,Contig12742.0.g92
Contig12743.0.1.g91,Contig12743.0.1.g91
Contig12744.0.g90,Contig12744.0.g90
Contig12745.0.g89,Contig12745.0.g89
Contig12746.0.g88,Contig12746.0.g88
Contig12747.0.g87,Contig12747.0.g87
Contig12748.0.0.g96,Contig12748.0.0.g96
Contig12748.0.0.g97,Contig12748.0.0.g97
Contig12749.0.g95,Contig12749.0.g95
Contig1275.0.1.g110,Contig1275.0.1.g110
Contig1275.1.g50,Contig1275.1.g50
Contig12750.0.g44,Contig12750.0.g44
Contig12750.0.g45,Contig12750.0.g45
Contig12751.0.g46,Contig12751.0.g46
Contig12752.0.g47,Contig12752.0.g47
Contig12753.0.g48,Contig12753.0.g48
Contig12754.0.g40,Contig12754.0.g40
Contig12754.0.g41,Contig12754.0.g41
Contig12756.0.g42,Contig12756.0.g42
Contig12757.0.g43,Contig12757.0.g43
Contig12758.0.g49,Contig12758.0.g49
Contig12759.0.g50,Contig12759.0.g50
Contig1276.0.g16,Contig1276.0.g16
Contig1276.1.g51,Contig1276.1.g51
Contig12760.0.g61,Contig12760.0.g61
Contig12762.0.g63,Contig12762.0.g63
Contig12763.0.g62,Contig12763.0.g62
Contig12764.0.g67,Contig12764.0.g67
Contig12765.0.g64,Contig12765.0.g64
Contig12765.0.g65,Contig12765.0.g65
Contig12765.0.g66,Contig12765.0.g66
Contig12766.0.g69,Contig12766.0.g69
Contig12767.0.g68,Contig12767.0.g68
Contig12769.0.g60,Contig12769.0.g60
Contig1277.1.g52,Contig1277.1.g52
Contig12770.0.g48,Contig12770.0.g48
Contig12771.0.g49,Contig12771.0.g49
Contig12772.0.g45,Contig12772.0.g45
Contig12772.0.g46,Contig12772.0.g46
Contig12773.0.g47,Contig12773.0.g47
Contig12774.0.g43,Contig12774.0.g43
Contig12775.0.g44,Contig12775.0.g44
Contig12776.0.g41,Contig12776.0.g41
Contig12777.0.g42,Contig12777.0.g42
Contig12778.0.g39,Contig12778.0.g39
Contig12779.0.g40,Contig12779.0.g40
Contig1278.0.g97,Contig1278.0.g97
Contig1278.1.g53,Contig1278.1.g53
Contig12780.0.g52,Contig12780.0.g52
Contig12780.0.g53,Contig12780.0.g53
Contig12780.0.g54,Contig12780.0.g54
Contig12781.0.g50,Contig12781.0.g50
Contig12781.0.g51,Contig12781.0.g51
Contig12782.0.g49,Contig12782.0.g49
Contig12783.0.g46,Contig12783.0.g46
Contig12783.0.g47,Contig12783.0.g47
Contig12783.0.g48,Contig12783.0.g48
Contig12784.0.g58,Contig12784.0.g58
Contig12784.0.g59,Contig12784.0.g59
Contig12785.0.g57,Contig12785.0.g57
Contig12786.0.g56,Contig12786.0.g56
Contig12787.0.g55,Contig12787.0.g55
Contig12788.0.g61,Contig12788.0.g61
Contig12789.0.g60,Contig12789.0.g60
Contig1279.0.g22,Contig1279.0.g22
Contig1279.1.g54,Contig1279.1.g54
Contig12790.0.g67,Contig12790.0.g67
Contig12791.0.g68,Contig12791.0.g68
Contig12793.0.g69,Contig12793.0.g69
Contig12794.0.g70,Contig12794.0.g70
Contig12795.0.g71,Contig12795.0.g71
Contig12796.0.g72,Contig12796.0.g72
Contig12797.0.g73,Contig12797.0.g73
Contig12797.0.g74,Contig12797.0.g74
Contig12798.0.g75,Contig12798.0.g75
Contig12799.0.g76,Contig12799.0.g76
Contig12799.0.g77,Contig12799.0.g77
Contig128.0.g32,Contig128.0.g32
Contig128.1.g123,Contig128.1.g123
Contig128.1.g124,Contig128.1.g124
Contig128.1.g125,Contig128.1.g125
Contig128.1.g126,Contig128.1.g126
Contig1280.0.g43,Contig1280.0.g43
Contig1280.1.g55,Contig1280.1.g55
Contig1280.1.g56,Contig1280.1.g56
Contig12800.0.g109,Contig12800.0.g109
Contig12800.0.g110,Contig12800.0.g110
Contig12801.0.g111,Contig12801.0.g111
Contig12802.0.g112,Contig12802.0.g112
Contig12804.0.g105,Contig12804.0.g105
Contig12805.0.g106,Contig12805.0.g106
Contig12806.0.g107,Contig12806.0.g107
Contig12807.0.g108,Contig12807.0.g108
Contig12808.0.g103,Contig12808.0.g103
Contig12809.0.g104,Contig12809.0.g104
Contig1281.0.g42,Contig1281.0.g42
Contig1281.1.g57,Contig1281.1.g57
Contig12810.0.g94,Contig12810.0.g94
Contig12814.0.g93,Contig12814.0.g93
Contig12815.0.g92,Contig12815.0.g92
Contig12816.0.g91,Contig12816.0.g91
Contig12817.0.g89,Contig12817.0.g89
Contig12817.0.g90,Contig12817.0.g90
Contig12818.0.g88,Contig12818.0.g88
Contig12819.0.g87,Contig12819.0.g87
Contig1282.0.g41,Contig1282.0.g41
Contig1282.1.g58,Contig1282.1.g58
Contig12821.0.g20,Contig12821.0.g20
