primary,oxydb_mac_gene_2020
g43103,g43103
g43104,g43104
g35006,g35006
g35007,g35007
g29979,g29979
g29980,g29980
g44851,g44851
g24679,g24679
g36223,g36223
g33475,g33475
g6496,g6496
g24813,g24813
g27666,g27666
g27674,g27674
g19040,g19040
g19042,g19042
g24276,g24276
g1463,g1463
g44409,g44409
g12706,g12706
g28700,g28700
g43231,g43231
g43232,g43232
g43233,g43233
g2273,g2273
g37871,g37871
g9829,g9829
g9830,g9830
g42058,g42058
g19533,g19533
g22309,g22309
g25247,g25247
g25280,g25280
g7999,g7999
g8000,g8000
g34748,g34748
g34749,g34749
g17214,g17214
g13855,g13855
g13856,g13856
g47530,g47530
g47531,g47531
g10212,g10212
g23532,g23532
g18791,g18791
g517,g517
g32282,g32282
g32260,g32260
g512,g512
g481,g481
g482,g482
g33617,g33617
g25906,g25906
g25907,g25907
g8145,g8145
g8146,g8146
g45035,g45035
g8188,g8188
g27996,g27996
g28000,g28000
g46779,g46779
g31660,g31660
g727,g727
g734,g734
g31120,g31120
g31121,g31121
g2249,g2249
g2250,g2250
g23862,g23862
g3198,g3198
g23859,g23859
g47145,g47145
g47146,g47146
g5364,g5364
g5365,g5365
g27447,g27447
g27448,g27448
g27456,g27456
g27450,g27450
g27453,g27453
g25488,g25488
g18436,g18436
g23078,g23078
g15838,g15838
g11436,g11436
g11437,g11437
g11468,g11468
g11469,g11469
g11470,g11470
g11449,g11449
g11450,g11450
g45485,g45485
g28660,g28660
g28661,g28661
g19725,g19725
g19726,g19726
g26492,g26492
g24407,g24407
g43156,g43156
g43157,g43157
g20630,g20630
g36806,g36806
g8283,g8283
g17520,g17520
g23821,g23821
g17721,g17721
g37455,g37455
g33813,g33813
g6870,g6870
g27594,g27594
g14945,g14945
g4331,g4331
g45279,g45279
g43753,g43753
g45416,g45416
g8275,g8275
g18231,g18231
g18241,g18241
g18249,g18249
g18261,g18261
g7743,g7743
g35962,g35962
g35968,g35968
g3469,g3469
g3470,g3470
g36946,g36946
g12880,g12880
g43774,g43774
g46112,g46112
g6297,g6297
g2633,g2633
g10084,g10084
g19065,g19065
g38195,g38195
g19070,g19070
g19050,g19050
g6355,g6355
g34921,g34921
g22109,g22109
g23282,g23282
g33140,g33140
g33155,g33155
g33150,g33150
g1046,g1046
g11944,g11944
g5612,g5612
g36440,g36440
g21004,g21004
g40127,g40127
g16298,g16298
g33580,g33580
g20086,g20086
g20087,g20087
g14529,g14529
g14530,g14530
g39971,g39971
g9176,g9176
g2844,g2844
g2842,g2842
g2851,g2851
g24892,g24892
g24893,g24893
g5998,g5998
g5999,g5999
g6007,g6007
g6008,g6008
g19439,g19439
g31410,g31410
g36914,g36914
g36915,g36915
g36916,g36916
g36917,g36917
g36918,g36918
g45036,g45036
g39304,g39304
g23410,g23410
g25802,g25802
g15846,g15846
g31719,g31719
g43698,g43698
g16386,g16386
g42969,g42969
g24262,g24262
g1454,g1454
g29245,g29245
g27327,g27327
g27340,g27340
g23239,g23239
g2900,g2900
g17386,g17386
g5182,g5182
g5173,g5173
g5713,g5713
g41200,g41200
g3247,g3247
g40670,g40670
g26372,g26372
g25308,g25308
g32205,g32205
g31677,g31677
g27977,g27977
g41731,g41731
g8054,g8054
g11276,g11276
g11277,g11277
g11278,g11278
g3924,g3924
g28437,g28437
g38455,g38455
g38456,g38456
g31026,g31026
g31027,g31027
g2448,g2448
g2449,g2449
g27443,g27443
g27444,g27444
g29593,g29593
g29594,g29594
g29599,g29599
g39511,g39511
g39512,g39512
g37666,g37666
g37667,g37667
g16100,g16100
g2885,g2885
g6051,g6051
g13210,g13210
g644,g644
g37671,g37671
g13218,g13218
g33825,g33825
g649,g649
g33818,g33818
g39142,g39142
g29956,g29956
g27415,g27415
g31936,g31936
g13511,g13511
g47408,g47408
g29927,g29927
g44020,g44020
g44021,g44021
g44022,g44022
g44023,g44023
g12651,g12651
g12652,g12652
g11658,g11658
g24387,g24387
g1314,g1314
g3327,g3327
g3328,g3328
g14738,g14738
g272,g272
g38266,g38266
g2752,g2752
g2716,g2716
g13091,g13091
g9380,g9380
g38486,g38486
g21003,g21003
g2327,g2327
g37920,g37920
g2334,g2334
g42364,g42364
g34456,g34456
g40519,g40519
g40520,g40520
g20857,g20857
g20858,g20858
g26655,g26655
g26656,g26656
g26651,g26651
g26652,g26652
g26661,g26661
g26662,g26662
g39202,g39202
g47652,g47652
g43999,g43999
g40939,g40939
g44390,g44390
g44391,g44391
g17636,g17636
g38822,g38822
g44944,g44944
g27222,g27222
g21907,g21907
g21893,g21893
g24961,g24961
g21900,g21900
g25319,g25319
g21894,g21894
g40649,g40649
g27540,g27540
g27541,g27541
g27574,g27574
g27575,g27575
g47479,g47479
g23364,g23364
g9345,g9345
g38791,g38791
g21747,g21747
g13273,g13273
g40828,g40828
g40829,g40829
g18787,g18787
g8363,g8363
g39687,g39687
g10118,g10118
g2333,g2333
g9734,g9734
g14382,g14382
g14383,g14383
g19594,g19594
g19595,g19595
g16650,g16650
g12049,g12049
g46092,g46092
g7489,g7489
g7483,g7483
g45755,g45755
g23214,g23214
g18124,g18124
g18135,g18135
g18129,g18129
g44709,g44709
g3484,g3484
g2721,g2721
g16534,g16534
g47172,g47172
g46428,g46428
g45716,g45716
g19434,g19434
g19435,g19435
g20170,g20170
g20171,g20171
g20175,g20175
g5044,g5044
g28519,g28519
g33558,g33558
g46517,g46517
g39381,g39381
g25969,g25969
g25970,g25970
g40405,g40405
g38328,g38328
g54,g54
g47,g47
g16028,g16028
g6024,g6024
g625,g625
g47374,g47374
g5888,g5888
g22597,g22597
g30382,g30382
g30383,g30383
g2886,g2886
g2887,g2887
g38866,g38866
g24914,g24914
g36762,g36762
g13395,g13395
g41048,g41048
g41484,g41484
g46916,g46916
g326,g326
g36131,g36131
g334,g334
g17069,g17069
g29034,g29034
g4663,g4663
g29048,g29048
g45486,g45486
g14033,g14033
g41217,g41217
g17793,g17793
g11319,g11319
g11324,g11324
g40188,g40188
g41778,g41778
g24776,g24776
g27642,g27642
g32037,g32037
g32581,g32581
g25441,g25441
g25442,g25442
g32552,g32552
g32553,g32553
g27126,g27126
g27127,g27127
g17796,g17796
g17797,g17797
g32307,g32307
g43651,g43651
g43424,g43424
g35300,g35300
g16769,g16769
g26613,g26613
g26617,g26617
g26616,g26616
g4452,g4452
g4453,g4453
g4461,g4461
g4462,g4462
g31614,g31614
g43188,g43188
g22016,g22016
g43185,g43185
g43186,g43186
g26049,g26049
g4566,g4566
g4573,g4573
g38992,g38992
g29665,g29665
g42639,g42639
g44488,g44488
g44604,g44604
g44605,g44605
g44606,g44606
g43159,g43159
g24277,g24277
g36451,g36451
g40217,g40217
g38390,g38390
g20140,g20140
g12184,g12184
g12185,g12185
g12186,g12186
g25927,g25927
g25928,g25928
g25929,g25929
g12203,g12203
g12204,g12204
g12205,g12205
g39980,g39980
g32085,g32085
g32089,g32089
g11896,g11896
g17378,g17378
g17379,g17379
g22046,g22046
g22047,g22047
g17383,g17383
g44660,g44660
g14441,g14441
g30466,g30466
g30498,g30498
g30499,g30499
g30475,g30475
g30476,g30476
g30487,g30487
g30488,g30488
g6351,g6351
g24102,g24102
g30668,g30668
g30665,g30665
g4260,g4260
g22509,g22509
g25349,g25349
g25345,g25345
g17576,g17576
g1498,g1498
g45256,g45256
g45257,g45257
g45258,g45258
g10905,g10905
g10906,g10906
g10907,g10907
g10908,g10908
g10855,g10855
g10856,g10856
g10857,g10857
g10872,g10872
g10873,g10873
g10874,g10874
g10894,g10894
g10895,g10895
g10896,g10896
g10911,g10911
g10912,g10912
g26291,g26291
g26292,g26292
g35368,g35368
g35369,g35369
g7606,g7606
g11332,g11332
g16046,g16046
g35806,g35806
g30277,g30277
g30278,g30278
g7270,g7270
g14889,g14889
g23088,g23088
g23308,g23308
g8273,g8273
g25986,g25986
g7941,g7941
g38526,g38526
g38527,g38527
g3875,g3875
g3876,g3876
g19171,g19171
g19172,g19172
g45060,g45060
g25053,g25053
g25054,g25054
g22112,g22112
g22113,g22113
g40325,g40325
g34925,g34925
g42598,g42598
g41595,g41595
g43211,g43211
g8388,g8388
g33885,g33885
g33890,g33890
g37093,g37093
g11673,g11673
g11674,g11674
g33380,g33380
g33381,g33381
g33389,g33389
g33386,g33386
g15385,g15385
g43193,g43193
g12208,g12208
g27235,g27235
g30645,g30645
g2579,g2579
g9622,g9622
g39872,g39872
g27089,g27089
g3094,g3094
g42092,g42092
g5640,g5640
g35577,g35577
g35578,g35578
g21522,g21522
g21523,g21523
g21530,g21530
g21510,g21510
g21526,g21526
g12702,g12702
g33797,g33797
g40453,g40453
g23186,g23186
g23179,g23179
g39276,g39276
g7710,g7710
g23047,g23047
g251,g251
g48008,g48008
g32133,g32133
g28618,g28618
g37694,g37694
g37695,g37695
g2735,g2735
g2736,g2736
g2727,g2727
g3236,g3236
g3237,g3237
g3238,g3238
g3239,g3239
g44080,g44080
g39638,g39638
g5674,g5674
g16686,g16686
g16687,g16687
g1458,g1458
g1459,g1459
g3016,g3016
g28737,g28737
g10134,g10134
g3402,g3402
g10878,g10878
g21719,g21719
g21720,g21720
g12437,g12437
g12438,g12438
g5607,g5607
g13755,g13755
g4789,g4789
g38276,g38276
g6952,g6952
g37576,g37576
g32992,g32992
g32993,g32993
g32994,g32994
g31524,g31524
g31525,g31525
g31526,g31526
g20931,g20931
g21347,g21347
g39727,g39727
g1669,g1669
g13246,g13246
g13247,g13247
g33145,g33145
g33149,g33149
g15825,g15825
g697,g697
g40295,g40295
g33620,g33620
g42506,g42506
g25902,g25902
g8141,g8141
g8133,g8133
g25959,g25959
g26278,g26278
g27603,g27603
g9538,g9538
g27238,g27238
g23730,g23730
g23731,g23731
g2462,g2462
g2463,g2463
g45146,g45146
g36119,g36119
g35844,g35844
g45266,g45266
g45099,g45099
g33635,g33635
g22656,g22656
g47604,g47604
g38044,g38044
g8949,g8949
g33727,g33727
g33728,g33728
g22738,g22738
g22739,g22739
g33732,g33732
g36181,g36181
g361,g361
g363,g363
g9459,g9459
g9460,g9460
g24687,g24687
g24688,g24688
g6726,g6726
g6727,g6727
g24675,g24675
g24676,g24676
g36942,g36942
g14792,g14792
g14798,g14798
g14799,g14799
g38568,g38568
g44292,g44292
g44293,g44293
g11604,g11604
g11605,g11605
g36168,g36168
g31321,g31321
g29867,g29867
g40521,g40521
g660,g660
g25707,g25707
g925,g925
g41723,g41723
g4804,g4804
g4805,g4805
g27783,g27783
g27784,g27784
g18099,g18099
g18100,g18100
g28145,g28145
g28146,g28146
g28163,g28163
g27698,g27698
g27699,g27699
g3796,g3796
g3797,g3797
g3801,g3801
g12596,g12596
g20952,g20952
g1768,g1768
g27114,g27114
g767,g767
g768,g768
g769,g769
g770,g770
g750,g750
g751,g751
g752,g752
g775,g775
g776,g776
g777,g777
g788,g788
g789,g789
g29322,g29322
g6886,g6886
g15362,g15362
g15369,g15369
g32277,g32277
g29895,g29895
g4122,g4122
g4136,g4136
g43097,g43097
g43098,g43098
g16900,g16900
g16901,g16901
g1847,g1847
g1848,g1848
g1839,g1839
g5881,g5881
g34306,g34306
g32035,g32035
g13461,g13461
g17685,g17685
g17690,g17690
g17700,g17700
g17702,g17702
g8021,g8021
g22963,g22963
g47970,g47970
g28199,g28199
g35602,g35602
g39630,g39630
g15156,g15156
g35292,g35292
g16103,g16103
g9685,g9685
g19151,g19151
g19148,g19148
g19278,g19278
g16798,g16798
g11702,g11702
g6200,g6200
g39028,g39028
g39029,g39029
g39030,g39030
g21279,g21279
g21280,g21280
g21286,g21286
g44285,g44285
g29429,g29429
g39169,g39169
g8884,g8884
g33489,g33489
g41994,g41994
g44874,g44874
g29664,g29664
g3263,g3263
g26672,g26672
g561,g561
g569,g569
g40336,g40336
g8296,g8296
g38498,g38498
g38499,g38499
g38500,g38500
g21007,g21007
g21008,g21008
g21009,g21009
g42505,g42505
g6704,g6704
g30870,g30870
g37531,g37531
g43810,g43810
g43811,g43811
g38247,g38247
g14419,g14419
g12005,g12005
g12006,g12006
g12007,g12007
g46196,g46196
g3854,g3854
g13113,g13113
g10435,g10435
g2245,g2245
g2255,g2255
g2267,g2267
g26400,g26400
g25448,g25448
g18611,g18611
g7669,g7669
g225,g225
g46937,g46937
g41893,g41893
g45066,g45066
g45067,g45067
g249,g249
g250,g250
g13118,g13118
g25895,g25895
g577,g577
g43583,g43583
g25745,g25745
g25746,g25746
g18305,g18305
g18306,g18306
g28648,g28648
g3365,g3365
g48095,g48095
g5782,g5782
g39911,g39911
g39912,g39912
g17560,g17560
g17561,g17561
g1489,g1489
g1490,g1490
g1495,g1495
g1496,g1496
g30591,g30591
g37615,g37615
g37623,g37623
g35683,g35683
g11125,g11125
g29637,g29637
g20450,g20450
g5245,g5245
g7596,g7596
g9052,g9052
g46653,g46653
g10026,g10026
g46356,g46356
g44957,g44957
g8822,g8822
g7478,g7478
g12959,g12959
g16379,g16379
g44133,g44133
g12960,g12960
g43072,g43072
g44477,g44477
g44478,g44478
g21452,g21452
g21453,g21453
g46097,g46097
g30024,g30024
g23424,g23424
g33671,g33671
g12790,g12790
g40331,g40331
g8293,g8293
g44889,g44889
g45496,g45496
g45381,g45381
g5319,g5319
g5320,g5320
g856,g856
g857,g857
g5335,g5335
g5336,g5336
g38352,g38352
g3121,g3121
g34073,g34073
g22740,g22740
g25246,g25246
g30546,g30546
g22912,g22912
g16306,g16306
g21367,g21367
g21368,g21368
g21369,g21369
g26245,g26245
g26246,g26246
g26247,g26247
g40434,g40434
g13484,g13484
g13491,g13491
g44103,g44103
g5512,g5512
g35680,g35680
g15141,g15141
g29384,g29384
g43776,g43776
g40834,g40834
g9852,g9852
g24850,g24850
g24854,g24854
g41273,g41273
g46307,g46307
g26119,g26119
g13375,g13375
g35018,g35018
g35019,g35019
g35020,g35020
g33414,g33414
g33415,g33415
g33416,g33416
g33422,g33422
g33423,g33423
g22809,g22809
g28154,g28154
g32424,g32424
g41781,g41781
g47198,g47198
g16079,g16079
g16080,g16080
g10552,g10552
g10553,g10553
g43027,g43027
g33074,g33074
g37504,g37504
g7490,g7490
g21546,g21546
g21557,g21557
g21565,g21565
g2029,g2029
g13640,g13640
g10579,g10579
g22502,g22502
g24198,g24198
g1534,g1534
g1540,g1540
g1542,g1542
g38219,g38219
g38220,g38220
g2341,g2341
g2342,g2342
g2349,g2349
g2350,g2350
g2365,g2365
g2366,g2366
g2404,g2404
g2405,g2405
g2384,g2384
g2385,g2385
g2856,g2856
g2857,g2857
g7929,g7929
g7930,g7930
g5650,g5650
g5651,g5651
g46391,g46391
g10215,g10215
g10216,g10216
g37594,g37594
g37595,g37595
g30776,g30776
g6269,g6269
g46940,g46940
g48203,g48203
g17114,g17114
g34084,g34084
g28896,g28896
g45170,g45170
g31651,g31651
g38552,g38552
g38545,g38545
g45878,g45878
g14089,g14089
g44190,g44190
g26312,g26312
g25996,g25996
g27932,g27932
g27933,g27933
g27951,g27951
g27952,g27952
g12707,g12707
g42536,g42536
g36061,g36061
g36574,g36574
g6006,g6006
g6018,g6018
g44880,g44880
g23674,g23674
g15817,g15817
g15807,g15807
g39425,g39425
g13026,g13026
g20546,g20546
g30415,g30415
g9478,g9478
g9482,g9482
g9490,g9490
g40049,g40049
g25618,g25618
g25619,g25619
g25620,g25620
g35656,g35656
g35657,g35657
g35658,g35658
g25623,g25623
g6804,g6804
g3338,g3338
g29669,g29669
g29670,g29670
g1279,g1279
g1280,g1280
g6498,g6498
g2477,g2477
g27598,g27598
g3300,g3300
g41290,g41290
g41291,g41291
g22590,g22590
g39935,g39935
g27300,g27300
g46922,g46922
g42441,g42441
g3170,g3170
g5108,g5108
g21928,g21928
g25029,g25029
g5215,g5215
g31009,g31009
g36037,g36037
g22921,g22921
g16315,g16315
g16312,g16312
g42159,g42159
g45547,g45547
g47140,g47140
g47141,g47141
g47142,g47142
g47143,g47143
g47411,g47411
g27756,g27756
g27757,g27757
g17983,g17983
g19830,g19830
g37492,g37492
g37493,g37493
g33055,g33055
g33056,g33056
g45499,g45499
g39165,g39165
g42922,g42922
g42923,g42923
g42924,g42924
g36828,g36828
g16370,g16370
g40228,g40228
g11624,g11624
g999,g999
g4380,g4380
g14875,g14875
g8543,g8543
g16135,g16135
g44465,g44465
g13585,g13585
g34313,g34313
g32056,g32056
g1501,g1501
g7807,g7807
g7808,g7808
g9492,g9492
g9493,g9493
g38695,g38695
g38703,g38703
g38713,g38713
g20469,g20469
g20470,g20470
g17551,g17551
g13853,g13853
g23732,g23732
g39284,g39284
g41201,g41201
g22886,g22886
g24983,g24983
g29819,g29819
g37235,g37235
g21426,g21426
g30811,g30811
g46539,g46539
g28709,g28709
g28710,g28710
g9080,g9080
g759,g759
g17872,g17872
g17873,g17873
g31516,g31516
g26121,g26121
g47691,g47691
g47692,g47692
g2459,g2459
g2460,g2460
g2490,g2490
g2491,g2491
g2492,g2492
g29768,g29768
g12905,g12905
g46591,g46591
g38858,g38858
g37172,g37172
g41423,g41423
g7127,g7127
g23984,g23984
g46330,g46330
g36309,g36309
g9089,g9089
g9091,g9091
g44042,g44042
g12225,g12225
g12226,g12226
g16672,g16672
g17921,g17921
g40584,g40584
g26880,g26880
g43682,g43682
g43683,g43683
g43261,g43261
g22554,g22554
g11434,g11434
g11435,g11435
g4276,g4276
g4277,g4277
g4269,g4269
g4270,g4270
g4287,g4287
g4280,g4280
g4296,g4296
g38927,g38927
g38928,g38928
g24487,g24487
g24488,g24488
g31647,g31647
g31648,g31648
g24713,g24713
g24714,g24714
g36749,g36749
g36750,g36750
g46807,g46807
g32254,g32254
g30903,g30903
g30904,g30904
g1536,g1536
g1543,g1543
g1561,g1561
g1553,g1553
g1570,g1570
g1526,g1526
g37013,g37013
g37028,g37028
g37044,g37044
g45575,g45575
g43628,g43628
g39672,g39672
g18408,g18408
g22915,g22915
g22917,g22917
g20520,g20520
g35785,g35785
g26250,g26250
g16685,g16685
g16701,g16701
g16689,g16689
g16690,g16690
g5185,g5185
g5186,g5186
g1091,g1091
g1092,g1092
g28753,g28753
g44093,g44093
g41121,g41121
g41765,g41765
g46697,g46697
g9746,g9746
g43697,g43697
g22221,g22221
g32440,g32440
g43875,g43875
g43876,g43876
g43877,g43877
g31866,g31866
g31867,g31867
g31868,g31868
g32144,g32144
g32145,g32145
g32146,g32146
g6697,g6697
g6714,g6714
g6678,g6678
g40256,g40256
g27133,g27133
g41558,g41558
g11848,g11848
g343,g343
g46996,g46996
g46997,g46997
g26019,g26019
g26020,g26020
g19962,g19962
g19963,g19963
g19980,g19980
g19981,g19981
g43391,g43391
g43392,g43392
g43347,g43347
g37358,g37358
g7703,g7703
g36321,g36321
g9239,g9239
g44050,g44050
g21696,g21696
g41413,g41413
g5204,g5204
g8427,g8427
g4912,g4912
g17776,g17776
g9012,g9012
g18485,g18485
g18486,g18486
g12422,g12422
g12423,g12423
g39747,g39747
g6924,g6924
g3085,g3085
g28756,g28756
g39143,g39143
g35279,g35279
g34733,g34733
g34734,g34734
g41418,g41418
g17540,g17540
g17541,g17541
g17542,g17542
g34338,g34338
g34339,g34339
g34340,g34340
g37303,g37303
g26926,g26926
g5418,g5418
g5425,g5425
g6983,g6983
g26884,g26884
g26885,g26885
g5069,g5069
g22727,g22727
g6337,g6337
g6338,g6338
g24803,g24803
g24804,g24804
g41329,g41329
g41189,g41189
g21918,g21918
g21919,g21919
g11937,g11937
g11938,g11938
g35356,g35356
g12362,g12362
g1702,g1702
g7773,g7773
g15985,g15985
g15986,g15986
g33663,g33663
g33664,g33664
g39303,g39303
g23746,g23746
g8701,g8701
g48137,g48137
g24976,g24976
g5334,g5334
g10279,g10279
g10297,g10297
g21133,g21133
g13262,g13262
g13256,g13256
g23902,g23902
g43740,g43740
g43741,g43741
g31720,g31720
g31721,g31721
g31722,g31722
g5514,g5514
g5515,g5515
g5529,g5529
g45625,g45625
g38225,g38225
g38226,g38226
g38227,g38227
g4834,g4834
g4835,g4835
g25513,g25513
g25514,g25514
g38884,g38884
g33178,g33178
g24096,g24096
g44702,g44702
g18048,g18048
g33918,g33918
g33934,g33934
g33935,g33935
g19198,g19198
g10529,g10529
g28389,g28389
g28398,g28398
g39383,g39383
g33088,g33088
g7572,g7572
g40781,g40781
g35961,g35961
g40382,g40382
g34697,g34697
g32816,g32816
g32817,g32817
g23790,g23790
g23791,g23791
g40417,g40417
g30923,g30923
g9724,g9724
g37805,g37805
g30339,g30339
g27287,g27287
g27288,g27288
g17633,g17633
g24786,g24786
g41049,g41049
g13595,g13595
g35983,g35983
g11805,g11805
g22268,g22268
g31734,g31734
g4731,g4731
g8401,g8401
g43639,g43639
g43640,g43640
g39831,g39831
g32162,g32162
g46042,g46042
g36393,g36393
g12193,g12193
g41545,g41545
g29646,g29646
g41932,g41932
g28256,g28256
g7903,g7903
g19344,g19344
g19345,g19345
g10016,g10016
g14350,g14350
g34170,g34170
g31806,g31806
g31807,g31807
g905,g905
g906,g906
g898,g898
g25489,g25489
g46575,g46575
g8326,g8326
g8680,g8680
g30052,g30052
g9185,g9185
g9188,g9188
g42847,g42847
g34495,g34495
g34496,g34496
g5224,g5224
g5225,g5225
g5227,g5227
g18908,g18908
g39693,g39693
g18912,g18912
g20202,g20202
g20203,g20203
g38514,g38514
g38515,g38515
g17445,g17445
g17446,g17446
g13884,g13884
g13885,g13885
g2601,g2601
g16179,g16179
g4712,g4712
g44168,g44168
g47074,g47074
g496,g496
g31088,g31088
g31095,g31095
g16009,g16009
g37884,g37884
g43979,g43979
g23702,g23702
g23206,g23206
g41158,g41158
g34656,g34656
g47267,g47267
g47268,g47268
g43406,g43406
g43634,g43634
g41499,g41499
g38819,g38819
g38820,g38820
g21016,g21016
g4212,g4212
g4207,g4207
g4216,g4216
g47980,g47980
g30110,g30110
g24947,g24947
g13322,g13322
g20433,g20433
g20434,g20434
g25688,g25688
g12334,g12334
g13282,g13282
g13283,g13283
g21148,g21148
g21149,g21149
g39744,g39744
g26594,g26594
g5359,g5359
g31521,g31521
g4697,g4697
g18636,g18636
g30844,g30844
g20067,g20067
g2223,g2223
g41394,g41394
g40436,g40436
g28743,g28743
g16830,g16830
g16835,g16835
g16851,g16851
g45030,g45030
g20244,g20244
g45701,g45701
g6888,g6888
g3461,g3461
g19820,g19820
g19821,g19821
g31934,g31934
g32603,g32603
g12163,g12163
g12172,g12172
g25919,g25919
g32495,g32495
g32493,g32493
g25123,g25123
g3708,g3708
g25130,g25130
g33409,g33409
g15314,g15314
g35425,g35425
g14656,g14656
g22955,g22955
g40692,g40692
g787,g787
g34627,g34627
g4654,g4654
g41306,g41306
g8092,g8092
g34106,g34106
g22092,g22092
g22093,g22093
g3872,g3872
g3873,g3873
g954,g954
g46060,g46060
g39156,g39156
g16852,g16852
g24680,g24680
g2607,g2607
g38749,g38749
g22567,g22567
g23632,g23632
g40496,g40496
g3471,g3471
g31370,g31370
g31366,g31366
g5289,g5289
g5290,g5290
g5304,g5304
g5305,g5305
g26055,g26055
g20848,g20848
g14452,g14452
g26325,g26325
g3307,g3307
g40599,g40599
g40600,g40600
g24177,g24177
g24178,g24178
g22394,g22394
g22395,g22395
g22397,g22397
g22398,g22398
g7680,g7680
g7681,g7681
g7682,g7682
g7683,g7683
g7684,g7684
g7685,g7685
g7201,g7201
g28706,g28706
g33098,g33098
g33106,g33106
g33116,g33116
g33115,g33115
g21944,g21944
g30937,g30937
g9398,g9398
g17033,g17033
g42591,g42591
g30524,g30524
g12519,g12519
g12520,g12520
g12521,g12521
g18547,g18547
g18548,g18548
g18549,g18549
g18538,g18538
g18539,g18539
g18540,g18540
g14045,g14045
g11349,g11349
g11353,g11353
g11341,g11341
g11371,g11371
g11362,g11362
g19176,g19176
g41601,g41601
g41851,g41851
g1476,g1476
g1497,g1497
g41064,g41064
g7487,g7487
g37564,g37564
g37565,g37565
g15135,g15135
g15136,g15136
g41207,g41207
g45565,g45565
g42703,g42703
g27406,g27406
g29978,g29978
g41653,g41653
g15103,g15103
g4811,g4811
g25833,g25833
g44579,g44579
g11499,g11499
g19068,g19068
g39817,g39817
g27064,g27064
g41041,g41041
g4088,g4088
g23136,g23136
g8832,g8832
g8833,g8833
g8834,g8834
g47510,g47510
g44593,g44593
g44594,g44594
g44595,g44595
g44596,g44596
g14535,g14535
g20092,g20092
g37332,g37332
g5472,g5472
g43436,g43436
g15332,g15332
g32237,g32237
g27702,g27702
g25891,g25891
g10781,g10781
g23054,g23054
g28507,g28507
g28508,g28508
g35251,g35251
g35252,g35252
g12699,g12699
g12700,g12700
g12701,g12701
g35560,g35560
g35561,g35561
g35562,g35562
g29951,g29951
g47421,g47421
g47422,g47422
g31513,g31513
g31514,g31514
g40906,g40906
g17016,g17016
g12956,g12956
g12957,g12957
g12958,g12958
g27874,g27874
g27875,g27875
g27876,g27876
g13554,g13554
g13555,g13555
g11778,g11778
g11779,g11779
g11788,g11788
g11789,g11789
g48175,g48175
g48176,g48176
g37174,g37174
g37175,g37175
g8259,g8259
g28018,g28018
g28019,g28019
g28020,g28020
g10824,g10824
g10825,g10825
g10826,g10826
g28021,g28021
g34493,g34493
g31188,g31188
g37994,g37994
g13201,g13201
g35091,g35091
g42265,g42265
g664,g664
g23985,g23985
g34076,g34076
g10005,g10005
g10030,g10030
g19574,g19574
g7482,g7482
g30675,g30675
g24988,g24988
g6588,g6588
g13738,g13738
g43784,g43784
g46166,g46166
g39634,g39634
g27108,g27108
g27109,g27109
g38186,g38186
g38187,g38187
g7233,g7233
g7234,g7234
g30909,g30909
g30910,g30910
g14827,g14827
g9754,g9754
g29453,g29453
g11617,g11617
g997,g997
g41614,g41614
g46870,g46870
g42632,g42632
g42633,g42633
g38094,g38094
g30046,g30046
g14972,g14972
g13048,g13048
g24763,g24763
g24764,g24764
g1549,g1549
g1550,g1550
g10166,g10166
g10167,g10167
g10187,g10187
g10188,g10188
g20025,g20025
g20026,g20026
g18134,g18134
g36816,g36816
g36822,g36822
g21779,g21779
g35944,g35944
g24862,g24862
g45390,g45390
g20965,g20965
g18576,g18576
g1005,g1005
g28791,g28791
g30096,g30096
g40836,g40836
g46677,g46677
g16316,g16316
g24293,g24293
g24294,g24294
g1479,g1479
g1480,g1480
g21471,g21471
g21472,g21472
g45176,g45176
g37503,g37503
g4428,g4428
g15367,g15367
g7080,g7080
g7081,g7081
g1272,g1272
g5920,g5920
g1275,g1275
g18498,g18498
g27645,g27645
g35265,g35265
g35266,g35266
g15097,g15097
g15098,g15098
g13860,g13860
g8667,g8667
g31937,g31937
g12715,g12715
g12716,g12716
g9125,g9125
g23455,g23455
g24581,g24581
g24582,g24582
g24605,g24605
g24606,g24606
g34163,g34163
g30710,g30710
g39528,g39528
g25071,g25071
g15587,g15587
g10328,g10328
g47231,g47231
g47232,g47232
g47233,g47233
g2062,g2062
g12426,g12426
g12427,g12427
g38591,g38591
g19442,g19442
g40890,g40890
g43213,g43213
g47928,g47928
g15918,g15918
g37188,g37188
g2586,g2586
g30663,g30663
g29230,g29230
g29231,g29231
g26981,g26981
g26982,g26982
g29460,g29460
g29461,g29461
g25213,g25213
g25214,g25214
g45733,g45733
g8698,g8698
g43127,g43127
g12937,g12937
g25443,g25443
g39766,g39766
g39767,g39767
g31836,g31836
g884,g884
g28134,g28134
g28138,g28138
g17263,g17263
g17264,g17264
g37180,g37180
g37181,g37181
g45218,g45218
g8079,g8079
g8080,g8080
g8083,g8083
g23802,g23802
g23803,g23803
g8070,g8070
g8071,g8071
g41311,g41311
g45467,g45467
g45468,g45468
g41796,g41796
g42087,g42087
g9283,g9283
g25423,g25423
g615,g615
g40722,g40722
g39834,g39834
g39354,g39354
g26658,g26658
g25391,g25391
g25400,g25400
g25406,g25406
g47004,g47004
g43851,g43851
g4652,g4652
g2367,g2367
g35647,g35647
g829,g829
g46163,g46163
