primary,oxydb_mic_2014,mds_ies_db_2015,genbank,genbank.1,number
OXYTRI_MIC_89376,ctg7180000089376,OXYTRI_MIC_89376,ARYC01018439,ARYC01018439.1,89376
OXYTRI_MIC_89377,ctg7180000089377,OXYTRI_MIC_89377,ARYC01018440,ARYC01018440.1,89377
OXYTRI_MIC_89378,ctg7180000089378,OXYTRI_MIC_89378,ARYC01018441,ARYC01018441.1,89378
OXYTRI_MIC_89379,ctg7180000089379,OXYTRI_MIC_89379,ARYC01018442,ARYC01018442.1,89379
OXYTRI_MIC_89380,ctg7180000089380,OXYTRI_MIC_89380,ARYC01018443,ARYC01018443.1,89380
OXYTRI_MIC_89381,ctg7180000089381,OXYTRI_MIC_89381,ARYC01018444,ARYC01018444.1,89381
OXYTRI_MIC_89382,ctg7180000089382,OXYTRI_MIC_89382,ARYC01018445,ARYC01018445.1,89382
OXYTRI_MIC_89383,ctg7180000089383,OXYTRI_MIC_89383,ARYC01018446,ARYC01018446.1,89383
OXYTRI_MIC_89384,ctg7180000089384,OXYTRI_MIC_89384,ARYC01018447,ARYC01018447.1,89384
OXYTRI_MIC_89385,ctg7180000089385,OXYTRI_MIC_89385,ARYC01018448,ARYC01018448.1,89385
OXYTRI_MIC_89386,ctg7180000089386,OXYTRI_MIC_89386,ARYC01018449,ARYC01018449.1,89386
OXYTRI_MIC_89387,ctg7180000089387,OXYTRI_MIC_89387,ARYC01018450,ARYC01018450.1,89387
OXYTRI_MIC_89388,ctg7180000089388,OXYTRI_MIC_89388,ARYC01018451,ARYC01018451.1,89388
OXYTRI_MIC_89389,ctg7180000089389,OXYTRI_MIC_89389,ARYC01018452,ARYC01018452.1,89389
OXYTRI_MIC_89390,ctg7180000089390,OXYTRI_MIC_89390,ARYC01018453,ARYC01018453.1,89390
OXYTRI_MIC_89391,ctg7180000089391,OXYTRI_MIC_89391,ARYC01018454,ARYC01018454.1,89391
OXYTRI_MIC_89393,ctg7180000089393,OXYTRI_MIC_89393,ARYC01018455,ARYC01018455.1,89393
OXYTRI_MIC_89395,ctg7180000089395,OXYTRI_MIC_89395,ARYC01018456,ARYC01018456.1,89395
OXYTRI_MIC_89396,ctg7180000089396,OXYTRI_MIC_89396,ARYC01018457,ARYC01018457.1,89396
OXYTRI_MIC_89397,ctg7180000089397,OXYTRI_MIC_89397,ARYC01018458,ARYC01018458.1,89397
OXYTRI_MIC_89399,ctg7180000089399,OXYTRI_MIC_89399,ARYC01018459,ARYC01018459.1,89399
OXYTRI_MIC_89402,ctg7180000089402,OXYTRI_MIC_89402,ARYC01018460,ARYC01018460.1,89402
OXYTRI_MIC_89403,ctg7180000089403,OXYTRI_MIC_89403,ARYC01018461,ARYC01018461.1,89403
OXYTRI_MIC_89405,ctg7180000089405,OXYTRI_MIC_89405,ARYC01018462,ARYC01018462.1,89405
OXYTRI_MIC_89408,ctg7180000089408,OXYTRI_MIC_89408,ARYC01018463,ARYC01018463.1,89408
OXYTRI_MIC_89410,ctg7180000089410,OXYTRI_MIC_89410,ARYC01018464,ARYC01018464.1,89410
OXYTRI_MIC_89412,ctg7180000089412,OXYTRI_MIC_89412,ARYC01018465,ARYC01018465.1,89412
OXYTRI_MIC_89413,ctg7180000089413,OXYTRI_MIC_89413,ARYC01018466,ARYC01018466.1,89413
OXYTRI_MIC_89418,ctg7180000089418,OXYTRI_MIC_89418,ARYC01018467,ARYC01018467.1,89418
OXYTRI_MIC_89420,ctg7180000089420,OXYTRI_MIC_89420,ARYC01018468,ARYC01018468.1,89420
OXYTRI_MIC_89421,ctg7180000089421,OXYTRI_MIC_89421,ARYC01018469,ARYC01018469.1,89421
OXYTRI_MIC_89422,ctg7180000089422,OXYTRI_MIC_89422,ARYC01018470,ARYC01018470.1,89422
OXYTRI_MIC_89423,ctg7180000089423,OXYTRI_MIC_89423,ARYC01018471,ARYC01018471.1,89423
OXYTRI_MIC_89426,ctg7180000089426,OXYTRI_MIC_89426,ARYC01018472,ARYC01018472.1,89426
OXYTRI_MIC_89430,ctg7180000089430,OXYTRI_MIC_89430,ARYC01018473,ARYC01018473.1,89430
OXYTRI_MIC_89431,ctg7180000089431,OXYTRI_MIC_89431,ARYC01018474,ARYC01018474.1,89431
OXYTRI_MIC_89432,ctg7180000089432,OXYTRI_MIC_89432,ARYC01018475,ARYC01018475.1,89432
OXYTRI_MIC_89434,ctg7180000089434,OXYTRI_MIC_89434,ARYC01018476,ARYC01018476.1,89434
OXYTRI_MIC_89435,ctg7180000089435,OXYTRI_MIC_89435,ARYC01018477,ARYC01018477.1,89435
OXYTRI_MIC_89436,ctg7180000089436,OXYTRI_MIC_89436,ARYC01018478,ARYC01018478.1,89436
OXYTRI_MIC_89437,ctg7180000089437,OXYTRI_MIC_89437,ARYC01018479,ARYC01018479.1,89437
OXYTRI_MIC_89439,ctg7180000089439,OXYTRI_MIC_89439,ARYC01018480,ARYC01018480.1,89439
OXYTRI_MIC_89440,ctg7180000089440,OXYTRI_MIC_89440,ARYC01018481,ARYC01018481.1,89440
OXYTRI_MIC_89441,ctg7180000089441,OXYTRI_MIC_89441,ARYC01018482,ARYC01018482.1,89441
OXYTRI_MIC_89442,ctg7180000089442,OXYTRI_MIC_89442,ARYC01018483,ARYC01018483.1,89442
OXYTRI_MIC_89443,ctg7180000089443,OXYTRI_MIC_89443,ARYC01018484,ARYC01018484.1,89443
OXYTRI_MIC_89444,ctg7180000089444,OXYTRI_MIC_89444,ARYC01018485,ARYC01018485.1,89444
OXYTRI_MIC_89445,ctg7180000089445,OXYTRI_MIC_89445,ARYC01018486,ARYC01018486.1,89445
OXYTRI_MIC_89446,ctg7180000089446,OXYTRI_MIC_89446,ARYC01018487,ARYC01018487.1,89446
OXYTRI_MIC_89447,ctg7180000089447,OXYTRI_MIC_89447,ARYC01018488,ARYC01018488.1,89447
OXYTRI_MIC_89448,ctg7180000089448,OXYTRI_MIC_89448,ARYC01018489,ARYC01018489.1,89448
OXYTRI_MIC_89449,ctg7180000089449,OXYTRI_MIC_89449,ARYC01018490,ARYC01018490.1,89449
OXYTRI_MIC_89450,ctg7180000089450,OXYTRI_MIC_89450,ARYC01018491,ARYC01018491.1,89450
OXYTRI_MIC_89451,ctg7180000089451,OXYTRI_MIC_89451,ARYC01018492,ARYC01018492.1,89451
OXYTRI_MIC_89452,ctg7180000089452,OXYTRI_MIC_89452,ARYC01018493,ARYC01018493.1,89452
OXYTRI_MIC_89453,ctg7180000089453,OXYTRI_MIC_89453,ARYC01018494,ARYC01018494.1,89453
OXYTRI_MIC_89454,ctg7180000089454,OXYTRI_MIC_89454,ARYC01018495,ARYC01018495.1,89454
OXYTRI_MIC_89456,ctg7180000089456,OXYTRI_MIC_89456,ARYC01018496,ARYC01018496.1,89456
OXYTRI_MIC_89458,ctg7180000089458,OXYTRI_MIC_89458,ARYC01018497,ARYC01018497.1,89458
OXYTRI_MIC_89459,ctg7180000089459,OXYTRI_MIC_89459,ARYC01018498,ARYC01018498.1,89459
OXYTRI_MIC_89461,ctg7180000089461,OXYTRI_MIC_89461,ARYC01018499,ARYC01018499.1,89461
OXYTRI_MIC_89462,ctg7180000089462,OXYTRI_MIC_89462,ARYC01018500,ARYC01018500.1,89462
OXYTRI_MIC_89463,ctg7180000089463,OXYTRI_MIC_89463,ARYC01018501,ARYC01018501.1,89463
OXYTRI_MIC_89465,ctg7180000089465,OXYTRI_MIC_89465,ARYC01018502,ARYC01018502.1,89465
OXYTRI_MIC_89466,ctg7180000089466,OXYTRI_MIC_89466,ARYC01018503,ARYC01018503.1,89466
OXYTRI_MIC_89467,ctg7180000089467,OXYTRI_MIC_89467,ARYC01018504,ARYC01018504.1,89467
OXYTRI_MIC_89468,ctg7180000089468,OXYTRI_MIC_89468,ARYC01018505,ARYC01018505.1,89468
OXYTRI_MIC_89469,ctg7180000089469,OXYTRI_MIC_89469,ARYC01018506,ARYC01018506.1,89469
OXYTRI_MIC_89471,ctg7180000089471,OXYTRI_MIC_89471,ARYC01018507,ARYC01018507.1,89471
OXYTRI_MIC_89472,ctg7180000089472,OXYTRI_MIC_89472,ARYC01018508,ARYC01018508.1,89472
OXYTRI_MIC_89475,ctg7180000089475,OXYTRI_MIC_89475,ARYC01018509,ARYC01018509.1,89475
OXYTRI_MIC_89476,ctg7180000089476,OXYTRI_MIC_89476,ARYC01018510,ARYC01018510.1,89476
OXYTRI_MIC_89477,ctg7180000089477,OXYTRI_MIC_89477,ARYC01018511,ARYC01018511.1,89477
OXYTRI_MIC_89478,ctg7180000089478,OXYTRI_MIC_89478,ARYC01018512,ARYC01018512.1,89478
OXYTRI_MIC_89479,ctg7180000089479,OXYTRI_MIC_89479,ARYC01018513,ARYC01018513.1,89479
OXYTRI_MIC_89480,ctg7180000089480,OXYTRI_MIC_89480,ARYC01018514,ARYC01018514.1,89480
OXYTRI_MIC_89481,ctg7180000089481,OXYTRI_MIC_89481,ARYC01018515,ARYC01018515.1,89481
OXYTRI_MIC_89482,ctg7180000089482,OXYTRI_MIC_89482,ARYC01018516,ARYC01018516.1,89482
OXYTRI_MIC_89483,ctg7180000089483,OXYTRI_MIC_89483,ARYC01018517,ARYC01018517.1,89483
OXYTRI_MIC_89484,ctg7180000089484,OXYTRI_MIC_89484,ARYC01018518,ARYC01018518.1,89484
OXYTRI_MIC_89486,ctg7180000089486,OXYTRI_MIC_89486,ARYC01018519,ARYC01018519.1,89486
OXYTRI_MIC_89487,ctg7180000089487,OXYTRI_MIC_89487,ARYC01018520,ARYC01018520.1,89487
OXYTRI_MIC_89488,ctg7180000089488,OXYTRI_MIC_89488,ARYC01018521,ARYC01018521.1,89488
OXYTRI_MIC_89489,ctg7180000089489,OXYTRI_MIC_89489,ARYC01018522,ARYC01018522.1,89489
OXYTRI_MIC_89490,ctg7180000089490,OXYTRI_MIC_89490,ARYC01018523,ARYC01018523.1,89490
OXYTRI_MIC_89491,ctg7180000089491,OXYTRI_MIC_89491,ARYC01018524,ARYC01018524.1,89491
OXYTRI_MIC_89493,ctg7180000089493,OXYTRI_MIC_89493,ARYC01018525,ARYC01018525.1,89493
OXYTRI_MIC_89494,ctg7180000089494,OXYTRI_MIC_89494,ARYC01018526,ARYC01018526.1,89494
OXYTRI_MIC_89495,ctg7180000089495,OXYTRI_MIC_89495,ARYC01018527,ARYC01018527.1,89495
OXYTRI_MIC_89496,ctg7180000089496,OXYTRI_MIC_89496,ARYC01018528,ARYC01018528.1,89496
OXYTRI_MIC_89497,ctg7180000089497,OXYTRI_MIC_89497,ARYC01018529,ARYC01018529.1,89497
OXYTRI_MIC_89499,ctg7180000089499,OXYTRI_MIC_89499,ARYC01018530,ARYC01018530.1,89499
OXYTRI_MIC_89500,ctg7180000089500,OXYTRI_MIC_89500,ARYC01018531,ARYC01018531.1,89500
OXYTRI_MIC_89501,ctg7180000089501,OXYTRI_MIC_89501,ARYC01018532,ARYC01018532.1,89501
OXYTRI_MIC_89502,ctg7180000089502,OXYTRI_MIC_89502,ARYC01018533,ARYC01018533.1,89502
OXYTRI_MIC_89504,ctg7180000089504,OXYTRI_MIC_89504,ARYC01018534,ARYC01018534.1,89504
OXYTRI_MIC_89507,ctg7180000089507,OXYTRI_MIC_89507,ARYC01018535,ARYC01018535.1,89507
OXYTRI_MIC_89509,ctg7180000089509,OXYTRI_MIC_89509,ARYC01018536,ARYC01018536.1,89509
OXYTRI_MIC_89510,ctg7180000089510,OXYTRI_MIC_89510,ARYC01018537,ARYC01018537.1,89510
OXYTRI_MIC_89511,ctg7180000089511,OXYTRI_MIC_89511,ARYC01018538,ARYC01018538.1,89511
OXYTRI_MIC_89512,ctg7180000089512,OXYTRI_MIC_89512,ARYC01018539,ARYC01018539.1,89512
OXYTRI_MIC_89514,ctg7180000089514,OXYTRI_MIC_89514,ARYC01018540,ARYC01018540.1,89514
OXYTRI_MIC_89516,ctg7180000089516,OXYTRI_MIC_89516,ARYC01018541,ARYC01018541.1,89516
OXYTRI_MIC_89517,ctg7180000089517,OXYTRI_MIC_89517,ARYC01018542,ARYC01018542.1,89517
OXYTRI_MIC_89521,ctg7180000089521,OXYTRI_MIC_89521,ARYC01018543,ARYC01018543.1,89521
OXYTRI_MIC_89523,ctg7180000089523,OXYTRI_MIC_89523,ARYC01018544,ARYC01018544.1,89523
OXYTRI_MIC_89525,ctg7180000089525,OXYTRI_MIC_89525,ARYC01018545,ARYC01018545.1,89525
OXYTRI_MIC_89526,ctg7180000089526,OXYTRI_MIC_89526,ARYC01018546,ARYC01018546.1,89526
OXYTRI_MIC_89527,ctg7180000089527,OXYTRI_MIC_89527,ARYC01018547,ARYC01018547.1,89527
OXYTRI_MIC_89528,ctg7180000089528,OXYTRI_MIC_89528,ARYC01018548,ARYC01018548.1,89528
OXYTRI_MIC_89529,ctg7180000089529,OXYTRI_MIC_89529,ARYC01018549,ARYC01018549.1,89529
OXYTRI_MIC_89531,ctg7180000089531,OXYTRI_MIC_89531,ARYC01018550,ARYC01018550.1,89531
OXYTRI_MIC_89532,ctg7180000089532,OXYTRI_MIC_89532,ARYC01018551,ARYC01018551.1,89532
OXYTRI_MIC_89533,ctg7180000089533,OXYTRI_MIC_89533,ARYC01018552,ARYC01018552.1,89533
OXYTRI_MIC_89534,ctg7180000089534,OXYTRI_MIC_89534,ARYC01018553,ARYC01018553.1,89534
OXYTRI_MIC_89536,ctg7180000089536,OXYTRI_MIC_89536,ARYC01018554,ARYC01018554.1,89536
OXYTRI_MIC_89537,ctg7180000089537,OXYTRI_MIC_89537,ARYC01018555,ARYC01018555.1,89537
OXYTRI_MIC_89538,ctg7180000089538,OXYTRI_MIC_89538,ARYC01018556,ARYC01018556.1,89538
OXYTRI_MIC_89539,ctg7180000089539,OXYTRI_MIC_89539,ARYC01018557,ARYC01018557.1,89539
OXYTRI_MIC_89540,ctg7180000089540,OXYTRI_MIC_89540,ARYC01018558,ARYC01018558.1,89540
OXYTRI_MIC_89541,ctg7180000089541,OXYTRI_MIC_89541,ARYC01018559,ARYC01018559.1,89541
OXYTRI_MIC_89542,ctg7180000089542,OXYTRI_MIC_89542,ARYC01018560,ARYC01018560.1,89542
OXYTRI_MIC_89543,ctg7180000089543,OXYTRI_MIC_89543,ARYC01018561,ARYC01018561.1,89543
OXYTRI_MIC_89545,ctg7180000089545,OXYTRI_MIC_89545,ARYC01018562,ARYC01018562.1,89545
OXYTRI_MIC_89547,ctg7180000089547,OXYTRI_MIC_89547,ARYC01018563,ARYC01018563.1,89547
OXYTRI_MIC_89548,ctg7180000089548,OXYTRI_MIC_89548,ARYC01018564,ARYC01018564.1,89548
OXYTRI_MIC_89549,ctg7180000089549,OXYTRI_MIC_89549,ARYC01018565,ARYC01018565.1,89549
OXYTRI_MIC_89550,ctg7180000089550,OXYTRI_MIC_89550,ARYC01018566,ARYC01018566.1,89550
OXYTRI_MIC_89552,ctg7180000089552,OXYTRI_MIC_89552,ARYC01018567,ARYC01018567.1,89552
OXYTRI_MIC_89553,ctg7180000089553,OXYTRI_MIC_89553,ARYC01018568,ARYC01018568.1,89553
OXYTRI_MIC_89554,ctg7180000089554,OXYTRI_MIC_89554,ARYC01018569,ARYC01018569.1,89554
OXYTRI_MIC_89556,ctg7180000089556,OXYTRI_MIC_89556,ARYC01018570,ARYC01018570.1,89556
OXYTRI_MIC_89559,ctg7180000089559,OXYTRI_MIC_89559,ARYC01018571,ARYC01018571.1,89559
OXYTRI_MIC_89561,ctg7180000089561,OXYTRI_MIC_89561,ARYC01018572,ARYC01018572.1,89561
OXYTRI_MIC_89562,ctg7180000089562,OXYTRI_MIC_89562,ARYC01018573,ARYC01018573.1,89562
OXYTRI_MIC_89563,ctg7180000089563,OXYTRI_MIC_89563,ARYC01018574,ARYC01018574.1,89563
OXYTRI_MIC_89567,ctg7180000089567,OXYTRI_MIC_89567,ARYC01018575,ARYC01018575.1,89567
OXYTRI_MIC_89568,ctg7180000089568,OXYTRI_MIC_89568,ARYC01018576,ARYC01018576.1,89568
OXYTRI_MIC_89569,ctg7180000089569,OXYTRI_MIC_89569,ARYC01018577,ARYC01018577.1,89569
OXYTRI_MIC_89573,ctg7180000089573,OXYTRI_MIC_89573,ARYC01018578,ARYC01018578.1,89573
OXYTRI_MIC_89574,ctg7180000089574,OXYTRI_MIC_89574,ARYC01018579,ARYC01018579.1,89574
OXYTRI_MIC_89575,ctg7180000089575,OXYTRI_MIC_89575,ARYC01018580,ARYC01018580.1,89575
OXYTRI_MIC_89576,ctg7180000089576,OXYTRI_MIC_89576,ARYC01018581,ARYC01018581.1,89576
OXYTRI_MIC_89578,ctg7180000089578,OXYTRI_MIC_89578,ARYC01018582,ARYC01018582.1,89578
OXYTRI_MIC_89579,ctg7180000089579,OXYTRI_MIC_89579,ARYC01018583,ARYC01018583.1,89579
OXYTRI_MIC_89581,ctg7180000089581,OXYTRI_MIC_89581,ARYC01018584,ARYC01018584.1,89581
OXYTRI_MIC_89582,ctg7180000089582,OXYTRI_MIC_89582,ARYC01018585,ARYC01018585.1,89582
OXYTRI_MIC_89583,ctg7180000089583,OXYTRI_MIC_89583,ARYC01018586,ARYC01018586.1,89583
OXYTRI_MIC_89584,ctg7180000089584,OXYTRI_MIC_89584,ARYC01018587,ARYC01018587.1,89584
OXYTRI_MIC_89585,ctg7180000089585,OXYTRI_MIC_89585,ARYC01018588,ARYC01018588.1,89585
OXYTRI_MIC_89586,ctg7180000089586,OXYTRI_MIC_89586,ARYC01018589,ARYC01018589.1,89586
OXYTRI_MIC_89587,ctg7180000089587,OXYTRI_MIC_89587,ARYC01018590,ARYC01018590.1,89587
OXYTRI_MIC_89588,ctg7180000089588,OXYTRI_MIC_89588,ARYC01018591,ARYC01018591.1,89588
OXYTRI_MIC_89589,ctg7180000089589,OXYTRI_MIC_89589,ARYC01018592,ARYC01018592.1,89589
OXYTRI_MIC_89590,ctg7180000089590,OXYTRI_MIC_89590,ARYC01018593,ARYC01018593.1,89590
OXYTRI_MIC_89594,ctg7180000089594,OXYTRI_MIC_89594,ARYC01018594,ARYC01018594.1,89594
OXYTRI_MIC_89595,ctg7180000089595,OXYTRI_MIC_89595,ARYC01018595,ARYC01018595.1,89595
OXYTRI_MIC_89597,ctg7180000089597,OXYTRI_MIC_89597,ARYC01018596,ARYC01018596.1,89597
OXYTRI_MIC_89598,ctg7180000089598,OXYTRI_MIC_89598,ARYC01018597,ARYC01018597.1,89598
OXYTRI_MIC_89599,ctg7180000089599,OXYTRI_MIC_89599,ARYC01018598,ARYC01018598.1,89599
OXYTRI_MIC_89600,ctg7180000089600,OXYTRI_MIC_89600,ARYC01018599,ARYC01018599.1,89600
OXYTRI_MIC_89601,ctg7180000089601,OXYTRI_MIC_89601,ARYC01018600,ARYC01018600.1,89601
OXYTRI_MIC_89602,ctg7180000089602,OXYTRI_MIC_89602,ARYC01018601,ARYC01018601.1,89602
OXYTRI_MIC_89604,ctg7180000089604,OXYTRI_MIC_89604,ARYC01018602,ARYC01018602.1,89604
OXYTRI_MIC_89605,ctg7180000089605,OXYTRI_MIC_89605,ARYC01018603,ARYC01018603.1,89605
OXYTRI_MIC_89606,ctg7180000089606,OXYTRI_MIC_89606,ARYC01018604,ARYC01018604.1,89606
OXYTRI_MIC_89608,ctg7180000089608,OXYTRI_MIC_89608,ARYC01018605,ARYC01018605.1,89608
OXYTRI_MIC_89609,ctg7180000089609,OXYTRI_MIC_89609,ARYC01018606,ARYC01018606.1,89609
OXYTRI_MIC_89610,ctg7180000089610,OXYTRI_MIC_89610,ARYC01018607,ARYC01018607.1,89610
OXYTRI_MIC_89611,ctg7180000089611,OXYTRI_MIC_89611,ARYC01018608,ARYC01018608.1,89611
OXYTRI_MIC_89613,ctg7180000089613,OXYTRI_MIC_89613,ARYC01018609,ARYC01018609.1,89613
OXYTRI_MIC_89615,ctg7180000089615,OXYTRI_MIC_89615,ARYC01018610,ARYC01018610.1,89615
OXYTRI_MIC_89616,ctg7180000089616,OXYTRI_MIC_89616,ARYC01018611,ARYC01018611.1,89616
OXYTRI_MIC_89617,ctg7180000089617,OXYTRI_MIC_89617,ARYC01018612,ARYC01018612.1,89617
OXYTRI_MIC_89618,ctg7180000089618,OXYTRI_MIC_89618,ARYC01018613,ARYC01018613.1,89618
OXYTRI_MIC_89619,ctg7180000089619,OXYTRI_MIC_89619,ARYC01018614,ARYC01018614.1,89619
OXYTRI_MIC_89620,ctg7180000089620,OXYTRI_MIC_89620,ARYC01018615,ARYC01018615.1,89620
OXYTRI_MIC_89621,ctg7180000089621,OXYTRI_MIC_89621,ARYC01018616,ARYC01018616.1,89621
OXYTRI_MIC_89622,ctg7180000089622,OXYTRI_MIC_89622,ARYC01018617,ARYC01018617.1,89622
OXYTRI_MIC_89623,ctg7180000089623,OXYTRI_MIC_89623,ARYC01018618,ARYC01018618.1,89623
OXYTRI_MIC_89625,ctg7180000089625,OXYTRI_MIC_89625,ARYC01018619,ARYC01018619.1,89625
OXYTRI_MIC_89626,ctg7180000089626,OXYTRI_MIC_89626,ARYC01018620,ARYC01018620.1,89626
OXYTRI_MIC_89627,ctg7180000089627,OXYTRI_MIC_89627,ARYC01018621,ARYC01018621.1,89627
OXYTRI_MIC_89628,ctg7180000089628,OXYTRI_MIC_89628,ARYC01018622,ARYC01018622.1,89628
OXYTRI_MIC_89629,ctg7180000089629,OXYTRI_MIC_89629,ARYC01018623,ARYC01018623.1,89629
OXYTRI_MIC_89630,ctg7180000089630,OXYTRI_MIC_89630,ARYC01018624,ARYC01018624.1,89630
OXYTRI_MIC_89633,ctg7180000089633,OXYTRI_MIC_89633,ARYC01018625,ARYC01018625.1,89633
OXYTRI_MIC_89634,ctg7180000089634,OXYTRI_MIC_89634,ARYC01018626,ARYC01018626.1,89634
OXYTRI_MIC_89635,ctg7180000089635,OXYTRI_MIC_89635,ARYC01018627,ARYC01018627.1,89635
OXYTRI_MIC_89636,ctg7180000089636,OXYTRI_MIC_89636,ARYC01018628,ARYC01018628.1,89636
OXYTRI_MIC_89637,ctg7180000089637,OXYTRI_MIC_89637,ARYC01018629,ARYC01018629.1,89637
OXYTRI_MIC_89640,ctg7180000089640,OXYTRI_MIC_89640,ARYC01018630,ARYC01018630.1,89640
OXYTRI_MIC_89641,ctg7180000089641,OXYTRI_MIC_89641,ARYC01018631,ARYC01018631.1,89641
OXYTRI_MIC_89642,ctg7180000089642,OXYTRI_MIC_89642,ARYC01018632,ARYC01018632.1,89642
OXYTRI_MIC_89644,ctg7180000089644,OXYTRI_MIC_89644,ARYC01018633,ARYC01018633.1,89644
OXYTRI_MIC_89647,ctg7180000089647,OXYTRI_MIC_89647,ARYC01018634,ARYC01018634.1,89647
OXYTRI_MIC_89648,ctg7180000089648,OXYTRI_MIC_89648,ARYC01018635,ARYC01018635.1,89648
OXYTRI_MIC_89652,ctg7180000089652,OXYTRI_MIC_89652,ARYC01018636,ARYC01018636.1,89652
OXYTRI_MIC_89653,ctg7180000089653,OXYTRI_MIC_89653,ARYC01018637,ARYC01018637.1,89653
OXYTRI_MIC_89656,ctg7180000089656,OXYTRI_MIC_89656,ARYC01018638,ARYC01018638.1,89656
OXYTRI_MIC_89660,ctg7180000089660,OXYTRI_MIC_89660,ARYC01018639,ARYC01018639.1,89660
OXYTRI_MIC_89662,ctg7180000089662,OXYTRI_MIC_89662,ARYC01018640,ARYC01018640.1,89662
OXYTRI_MIC_89664,ctg7180000089664,OXYTRI_MIC_89664,ARYC01018641,ARYC01018641.1,89664
OXYTRI_MIC_89665,ctg7180000089665,OXYTRI_MIC_89665,ARYC01018642,ARYC01018642.1,89665
OXYTRI_MIC_89667,ctg7180000089667,OXYTRI_MIC_89667,ARYC01018643,ARYC01018643.1,89667
OXYTRI_MIC_89668,ctg7180000089668,OXYTRI_MIC_89668,ARYC01018644,ARYC01018644.1,89668
OXYTRI_MIC_89669,ctg7180000089669,OXYTRI_MIC_89669,ARYC01018645,ARYC01018645.1,89669
OXYTRI_MIC_89670,ctg7180000089670,OXYTRI_MIC_89670,ARYC01018646,ARYC01018646.1,89670
OXYTRI_MIC_89671,ctg7180000089671,OXYTRI_MIC_89671,ARYC01018647,ARYC01018647.1,89671
OXYTRI_MIC_89672,ctg7180000089672,OXYTRI_MIC_89672,ARYC01018648,ARYC01018648.1,89672
OXYTRI_MIC_89673,ctg7180000089673,OXYTRI_MIC_89673,ARYC01018649,ARYC01018649.1,89673
OXYTRI_MIC_89674,ctg7180000089674,OXYTRI_MIC_89674,ARYC01018650,ARYC01018650.1,89674
OXYTRI_MIC_89675,ctg7180000089675,OXYTRI_MIC_89675,ARYC01018651,ARYC01018651.1,89675
OXYTRI_MIC_89676,ctg7180000089676,OXYTRI_MIC_89676,ARYC01018652,ARYC01018652.1,89676
OXYTRI_MIC_89677,ctg7180000089677,OXYTRI_MIC_89677,ARYC01018653,ARYC01018653.1,89677
OXYTRI_MIC_89679,ctg7180000089679,OXYTRI_MIC_89679,ARYC01018654,ARYC01018654.1,89679
OXYTRI_MIC_89680,ctg7180000089680,OXYTRI_MIC_89680,ARYC01018655,ARYC01018655.1,89680
OXYTRI_MIC_89681,ctg7180000089681,OXYTRI_MIC_89681,ARYC01018656,ARYC01018656.1,89681
OXYTRI_MIC_89682,ctg7180000089682,OXYTRI_MIC_89682,ARYC01018657,ARYC01018657.1,89682
OXYTRI_MIC_89683,ctg7180000089683,OXYTRI_MIC_89683,ARYC01018658,ARYC01018658.1,89683
OXYTRI_MIC_89684,ctg7180000089684,OXYTRI_MIC_89684,ARYC01018659,ARYC01018659.1,89684
OXYTRI_MIC_89685,ctg7180000089685,OXYTRI_MIC_89685,ARYC01018660,ARYC01018660.1,89685
OXYTRI_MIC_89686,ctg7180000089686,OXYTRI_MIC_89686,ARYC01018661,ARYC01018661.1,89686
OXYTRI_MIC_89687,ctg7180000089687,OXYTRI_MIC_89687,ARYC01018662,ARYC01018662.1,89687
OXYTRI_MIC_89689,ctg7180000089689,OXYTRI_MIC_89689,ARYC01018663,ARYC01018663.1,89689
OXYTRI_MIC_89690,ctg7180000089690,OXYTRI_MIC_89690,ARYC01018664,ARYC01018664.1,89690
OXYTRI_MIC_89691,ctg7180000089691,OXYTRI_MIC_89691,ARYC01018665,ARYC01018665.1,89691
OXYTRI_MIC_89692,ctg7180000089692,OXYTRI_MIC_89692,ARYC01018666,ARYC01018666.1,89692
OXYTRI_MIC_89693,ctg7180000089693,OXYTRI_MIC_89693,ARYC01018667,ARYC01018667.1,89693
OXYTRI_MIC_89695,ctg7180000089695,OXYTRI_MIC_89695,ARYC01018668,ARYC01018668.1,89695
OXYTRI_MIC_89696,ctg7180000089696,OXYTRI_MIC_89696,ARYC01018669,ARYC01018669.1,89696
OXYTRI_MIC_89698,ctg7180000089698,OXYTRI_MIC_89698,ARYC01018670,ARYC01018670.1,89698
OXYTRI_MIC_89699,ctg7180000089699,OXYTRI_MIC_89699,ARYC01018671,ARYC01018671.1,89699
OXYTRI_MIC_89700,ctg7180000089700,OXYTRI_MIC_89700,ARYC01018672,ARYC01018672.1,89700
OXYTRI_MIC_89705,ctg7180000089705,OXYTRI_MIC_89705,ARYC01018673,ARYC01018673.1,89705
OXYTRI_MIC_89706,ctg7180000089706,OXYTRI_MIC_89706,ARYC01018674,ARYC01018674.1,89706
OXYTRI_MIC_89708,ctg7180000089708,OXYTRI_MIC_89708,ARYC01018675,ARYC01018675.1,89708
OXYTRI_MIC_89709,ctg7180000089709,OXYTRI_MIC_89709,ARYC01018676,ARYC01018676.1,89709
OXYTRI_MIC_89710,ctg7180000089710,OXYTRI_MIC_89710,ARYC01018677,ARYC01018677.1,89710
OXYTRI_MIC_89711,ctg7180000089711,OXYTRI_MIC_89711,ARYC01018678,ARYC01018678.1,89711
